type,ident,lat,long,y_proj,x_proj,new_seg,display,color,altitude,depth,temp,time,model,filename,ltime,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39314255,-71.54967093,8185865.662,227670.4169,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39306721,-71.54967381,8185873.999,227670.0051,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39293035,-71.54969189,8185889.127,227667.8821,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39280151,-71.54973008,8185903.339,227663.6217,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.3927176,-71.54972277,8185912.64,227664.2858,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39258148,-71.54976773,8185927.649,227659.2918,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39225142,-71.54960427,8185964.41,227676.3016,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39211389,-71.54992514,8185979.205,227641.8191,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39205078,-71.5499639,8185986.14,227637.5881,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39207481,-71.55009913,8185983.298,227623.17,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,1.3.2-5,-16.39280526,-71.54996442,8185902.61,227638.5829,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII, , ,10000000,11015404.5, , , , , , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39152212,-71.54975687,8186044.946,227658.9787,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39186791,-71.54913763,8186007.495,227725.6374,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39277203,-71.54955076,8185906.844,227682.7438,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39270617,-71.54968464,8185913.956,227668.3454,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39270615,-71.54969209,8185913.949,227667.5488,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39280009,-71.5497298,8185903.497,227663.6497,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39326885,-71.54962836,8185851.737,227675.1426,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39331434,-71.54917078,8185847.315,227724.1067,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39321535,-71.54875524,8185858.832,227768.3777,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39276766,-71.54788384,8185909.566,227860.8807,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39245547,-71.54733512,8185944.865,227919.0885,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39238838,-71.5471594,8185952.529,227937.775,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39194023,-71.54729828,8186001.957,227922.3093,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.391295,-71.54756079,8186073.039,227893.3585,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39109508,-71.5476897,8186094.999,227879.304,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.39076114,-71.54791594,8186131.667,227854.6614,False, , ,0, , , , , , ,,,,,,,,,,,,
TRACK,Urb. Leon XIII,-16.38994139,-71.54837775,8186221.803,227804.1678,False, , ,0, , , , , , ,,,,,,,,,,,,
