"UNICODE","P","D","L","V","P_TRIAT","I_TRIAT","CICLO","FECHA","LATITUDE","LONGITUDE"
"1.9.8.12","1","9","8","12",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.12","1","9","8","12",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.13","1","9","8","13",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.13","1","9","8","13",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.14","1","9","8","14",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.14","1","9","8","14",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.15","1","9","8","15",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.15","1","9","8","15",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.16","1","9","8","16",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.16","1","9","8","16",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.17","1","9","8","17",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.17","1","9","8","17",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.18","1","9","8","18",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.18","1","9","8","18",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.19","1","9","8","19",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.19","1","9","8","19",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.2","1","9","8","2",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.2","1","9","8","2",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.20","1","9","8","20",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.20","1","9","8","20",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.21","1","9","8","21",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.21","1","9","8","21",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.22","1","9","8","22",NA,NA,"1","31/10/2008",NA,NA
"1.9.8.22","1","9","8","22",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.23","1","9","8","23",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.23","1","9","8","23",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.24","1","9","8","24",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.24","1","9","8","24",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.25","1","9","8","25",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.25","1","9","8","25",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.26","1","9","8","26",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.26","1","9","8","26",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.27","1","9","8","27",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.27","1","9","8","27",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.28","1","9","8","28",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.28","1","9","8","28",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.29","1","9","8","29",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.29","1","9","8","29",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.3","1","9","8","3",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.3","1","9","8","3",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.30","1","9","8","30",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.30","1","9","8","30",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.31","1","9","8","31",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.31","1","9","8","31",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.32","1","9","8","32",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.32","1","9","8","32",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.33","1","9","8","33",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.33","1","9","8","33",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.34","1","9","8","34",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.34","1","9","8","34",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.35","1","9","8","35",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.35","1","9","8","35",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.36","1","9","8","36",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.36","1","9","8","36",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.37","1","9","8","37",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.37","1","9","8","37",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.38","1","9","8","38",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.38","1","9","8","38",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.39","1","9","8","39",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.39","1","9","8","39",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.4","1","9","8","4",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.4","1","9","8","4",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.40","1","9","8","40",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.40","1","9","8","40",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.41","1","9","8","41",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.41","1","9","8","41",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.42","1","9","8","42",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.42","1","9","8","42",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.43","1","9","8","43",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.43","1","9","8","43",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.44","1","9","8","44",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.44","1","9","8","44",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.45","1","9","8","45",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.45","1","9","8","45",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.46","1","9","8","46",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.46","1","9","8","46",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.47","1","9","8","47",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.47","1","9","8","47",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.48","1","9","8","48",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.48","1","9","8","48",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.49","1","9","8","49",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.49","1","9","8","49",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.5","1","9","8","5",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.5","1","9","8","5",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.50","1","9","8","50",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.50","1","9","8","50",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.51","1","9","8","51",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.51","1","9","8","51",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.52","1","9","8","52",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.52","1","9","8","52",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.53","1","9","8","53",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.53","1","9","8","53",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.54","1","9","8","54",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.54","1","9","8","54",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.55","1","9","8","55",NA,"1","1","05/11/2008",NA,NA
"1.9.8.55","1","9","8","55",NA,NA,"2","13/05/2009",NA,NA
"1.9.8.56","1","9","8","56",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.56","1","9","8","56",NA,NA,"2","13/05/2009",NA,NA
"1.9.8.57","1","9","8","57",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.57","1","9","8","57",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.58","1","9","8","58",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.58","1","9","8","58",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.59","1","9","8","59",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.59","1","9","8","59",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.6","1","9","8","6",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.6","1","9","8","6",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.60","1","9","8","60",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.60","1","9","8","60",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.61","1","9","8","61",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.61","1","9","8","61",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.62","1","9","8","62",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.62","1","9","8","62",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.63","1","9","8","63",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.63","1","9","8","63",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.63A","1","9","8","63A",NA,NA,"2","24/04/2009",NA,NA
"1.9.8.63B","1","9","8","63B",NA,NA,"2","24/04/2009",NA,NA
"1.9.8.64","1","9","8","64",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.64","1","9","8","64",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.64A","1","9","8","64A",NA,NA,"2","24/04/2009",NA,NA
"1.9.8.65","1","9","8","65",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.65","1","9","8","65",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.66","1","9","8","66",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.66","1","9","8","66",NA,NA,"2","16/04/2009",NA,NA
"1.9.8.67","1","9","8","67",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.67","1","9","8","67",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.68","1","9","8","68",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.68","1","9","8","68",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.69","1","9","8","69",NA,NA,"1","04/11/2008",NA,NA
"1.9.8.69","1","9","8","69",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.7","1","9","8","7",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.7","1","9","8","7",NA,NA,"2","17/04/2009",NA,NA
"1.9.8.8","1","9","8","8",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.8","1","9","8","8",NA,NA,"2","15/04/2009",NA,NA
"1.9.8.9","1","9","8","9",NA,NA,"1","03/11/2008",NA,NA
"1.9.8.9","1","9","8","9",NA,NA,"2","15/04/2009",NA,NA
"1.9.9.225","1","9","9","225",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.226","1","9","9","226",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.227","1","9","9","227",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.228","1","9","9","228",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.229","1","9","9","229",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.230","1","9","9","230",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.231","1","9","9","231",NA,NA,"1","23/09/2008",NA,NA
"1.9.9.232","1","9","9","232",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.233","1","9","9","233",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.234","1","9","9","234",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.235","1","9","9","235",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.236","1","9","9","236",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.237","1","9","9","237",NA,NA,"1","23/09/2008",NA,NA
"1.9.9.238","1","9","9","238",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.239","1","9","9","239",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.240","1","9","9","240",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.241","1","9","9","241",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.242","1","9","9","242",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.243","1","9","9","243",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.244","1","9","9","244",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.245","1","9","9","245",NA,NA,"1","23/09/2008",NA,NA
"1.9.9.246","1","9","9","246",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.247","1","9","9","247",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.248","1","9","9","248",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.249","1","9","9","249",NA,NA,"1","23/09/2008",NA,NA
"1.9.9.250","1","9","9","250",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.251","1","9","9","251",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.252","1","9","9","252",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.253","1","9","9","253",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.254","1","9","9","254",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.255","1","9","9","255",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.256","1","9","9","256",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.257","1","9","9","257",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.258","1","9","9","258",NA,NA,"1","23/09/2008",NA,NA
"1.9.9.259","1","9","9","259",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.260","1","9","9","260",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.261","1","9","9","261",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.262","1","9","9","262",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.263","1","9","9","263",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.264","1","9","9","264",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.265","1","9","9","265",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.266","1","9","9","266",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.267","1","9","9","267",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.268","1","9","9","268",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.269","1","9","9","269",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.270","1","9","9","270",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.271","1","9","9","271",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.272","1","9","9","272",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.273","1","9","9","273",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.274","1","9","9","274",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.275","1","9","9","275",NA,NA,"1","05/10/2008",NA,NA
"1.9.9.276","1","9","9","276",NA,NA,"1","05/10/2008",NA,NA
