"","x"
"3042","1.12.4.209"
"3043","1.12.4.212"
"3044","1.12.4.212"
"3045","1.12.4.216"
"3046","1.12.4.217"
"3047","1.12.4.218"
"3048","1.12.4.219"
"3049","1.12.4.219"
"3050","1.12.4.221"
"3051","1.12.4.221"
"3052","1.12.4.222"
"3053","1.12.4.223"
"3054","1.12.4.224"
"3055","1.12.4.225"
"3056","1.12.4.225"
"3057","1.12.4.226"
"3058","1.12.4.227"
"3059","1.12.4.227"
"3060","1.12.4.228"
"3061","1.12.4.228"
"3062","1.12.4.229"
"3063","1.12.4.231"
"3064","1.12.4.231"
"3065","1.12.4.232"
"3066","1.12.4.236"
"3067","1.12.4.237"
"3068","1.12.5.122"
"3069","1.12.5.126"
"3070","1.12.5.129"
"3071","1.12.5.136"
"3072","1.12.5.137"
"3073","1.12.5.140"
"3074","1.12.5.141"
"3075","1.12.5.142"
"3076","1.12.5.143"
"3077","1.12.5.143"
"3078","1.12.5.144"
"3079","1.12.5.144"
"3080","1.12.5.145"
"3081","1.12.5.145"
"3082","1.12.5.148"
"3083","1.12.5.148"
"3084","1.12.5.151"
"3085","1.12.5.151"
"3086","1.12.5.154"
"3087","1.12.5.154"
"3088","1.12.5.159"
"3089","1.12.5.159"
"3090","1.12.5.160"
"3091","1.12.5.160"
"3092","1.12.5.161"
"3093","1.12.5.161"
"3094","1.12.5.162"
"3095","1.12.5.162"
"3096","1.12.5.163"
"3097","1.12.5.163"
"3098","1.12.5.164"
"3099","1.12.5.164"
"3100","1.12.5.166"
"3101","1.12.5.166"
"3102","1.12.5.167"
"3103","1.12.5.168"
"3104","1.12.5.168"
"3105","1.12.5.65"
"3106","1.12.5.66"
"3107","1.12.5.66"
"3108","1.12.6.71"
"3109","1.12.6.72"
"3110","1.12.6.74"
"3111","1.12.6.75"
"3112","1.12.6.78"
"3113","1.12.6.79"
"3114","1.12.6.80"
"3115","1.12.6.81"
"3116","1.12.6.82"
"3117","1.12.6.9A"
"3118","1.12.7.137A"
"3119","1.12.7.137A"
"3120","1.12.7.81A"
"3121","1.12.7.9A"
"3122","1.13.100.100A"
"3123","1.13.100.1083A"
"3124","1.13.100.1130A"
"3125","1.13.100.113A"
"3126","1.13.100.1150A"
"3127","1.13.100.11A"
"3128","1.13.100.11A"
"3129","1.13.100.120A"
"3130","1.13.100.124A"
"3131","1.13.100.1304A"
"3132","1.13.100.1304A"
"3133","1.13.100.1327A"
"3134","1.13.100.1329A"
"3135","1.13.100.1416A"
"3136","1.13.100.1464A"
"3137","1.13.100.1464A"
"3138","1.13.100.159A"
"3139","1.13.100.159A"
"3140","1.13.100.162A"
"3141","1.13.100.173A"
"3142","1.13.100.173A"
"3143","1.13.100.179A"
"3144","1.13.100.179A"
"3145","1.13.100.180A"
"3146","1.13.100.180A"
"3147","1.13.100.180B"
"3148","1.13.100.180B"
"3149","1.13.100.183A"
"3150","1.13.100.183A"
"3151","1.13.100.183B"
"3152","1.13.100.183B"
"3153","1.13.100.191A"
"3154","1.13.100.191A"
"3155","1.13.100.191B"
"3156","1.13.100.191B"
"3157","1.13.100.199A"
"3158","1.13.100.199A"
"3159","1.13.100.202A"
"3160","1.13.100.209A"
"3161","1.13.100.219A"
"3162","1.13.100.219A"
"3163","1.13.100.219B"
"3164","1.13.100.219B"
"3165","1.13.100.236A"
"3166","1.13.100.236A"
"3167","1.13.100.236B"
"3168","1.13.100.236B"
"3169","1.13.100.237A"
"3170","1.13.100.249A"
"3171","1.13.100.271A"
"3172","1.13.100.271A"
"3173","1.13.100.298A"
"3174","1.13.100.299A"
"3175","1.13.100.307A"
"3176","1.13.100.307A"
"3177","1.13.100.310A"
"3178","1.13.100.310A"
"3179","1.13.100.310B"
"3180","1.13.100.310B"
"3181","1.13.100.324A"
"3182","1.13.100.328A"
"3183","1.13.100.328A"
"3184","1.13.100.328B"
"3185","1.13.100.32A"
"3186","1.13.100.330A"
"3187","1.13.100.330A"
"3188","1.13.100.339A"
"3189","1.13.100.340A"
"3190","1.13.100.346A"
"3191","1.13.100.346A"
"3192","1.13.100.48A"
"3193","1.13.100.506A"
"3194","1.13.100.506A"
"3195","1.13.100.520A"
"3196","1.13.100.548A"
"3197","1.13.100.551A"
"3198","1.13.100.5A"
"3199","1.13.100.5A"
"3200","1.13.100.61A"
"3201","1.13.100.61A"
"3202","1.13.100.624A"
"3203","1.13.100.624A"
"3204","1.13.100.625A"
"3205","1.13.100.634A"
"3206","1.13.100.639A"
"3207","1.13.100.639A"
"3208","1.13.100.639B"
"3209","1.13.100.656A"
"3210","1.13.100.676A"
"3211","1.13.100.695A"
"3212","1.13.100.695A"
"3213","1.13.100.706A"
"3214","1.13.100.708A"
"3215","1.13.100.708A"
"3216","1.13.100.71A"
"3217","1.13.100.721A"
"3218","1.13.100.73A"
"3219","1.13.100.778A"
"3220","1.13.100.77A"
"3221","1.13.100.809A"
"3222","1.13.100.809A"
"3223","1.13.100.817A"
"3224","1.13.100.817A"
"3225","1.13.100.820A"
"3226","1.13.100.820A"
"3227","1.13.100.823A"
"3228","1.13.100.843A"
"3229","1.13.100.861A"
"3230","1.13.100.871A"
"3231","1.13.100.8A"
"3232","1.13.100.92A"
"3233","1.13.100.92A"
"3234","1.13.100.971A"
"3235","1.13.100.971A"
"3236","1.13.100.972A"
"3237","1.13.100.972A"
"3238","1.13.100.978A"
"3239","1.13.100.978A"
"3240","1.13.100.993A"
"3241","1.13.104.100A"
"3242","1.13.104.102A"
"3243","1.13.104.102A"
"3244","1.13.104.118A"
"3245","1.13.104.121A"
"3246","1.13.104.121A"
"3247","1.13.104.123A"
"3248","1.13.104.123A"
"3249","1.13.104.141A"
"3250","1.13.104.226A"
"3251","1.13.104.271A"
"3252","1.13.104.290A"
"3253","1.13.104.32A"
"3254","1.13.104.32A"
"3255","1.13.104.518A"
"3256","1.13.104.692"
"3257","1.13.104.693"
"3258","1.13.104.694"
"3259","1.13.104.696"
"3260","1.13.104.697"
"3261","1.13.104.698"
"3262","1.13.104.699"
"3263","1.13.104.700"
"3264","1.13.104.701"
"3265","1.13.104.702"
"3266","1.13.104.704"
"3267","1.13.104.705"
"3268","1.13.104.707"
"3269","1.13.104.709"
"3270","1.13.104.710"
"3271","1.13.104.713"
"3272","1.13.104.713"
"3273","1.13.104.714"
"3274","1.13.104.714"
"3275","1.13.104.715"
"3276","1.13.104.715"
"3277","1.13.104.716"
"3278","1.13.104.716"
"3279","1.13.104.717"
"3280","1.13.104.718"
"3281","1.13.104.724"
"3282","1.13.104.725"
"3283","1.13.104.727"
"3284","1.13.104.728"
"3285","1.13.104.728"
"3286","1.13.104.729"
"3287","1.13.104.730"
"3288","1.13.104.730"
"3289","1.13.104.731"
"3290","1.13.104.732"
"3291","1.13.104.733"
"3292","1.13.104.736"
"3293","1.13.104.737"
"3294","1.13.104.737"
"3295","1.13.104.740"
"3296","1.13.104.740"
"3297","1.13.104.742"
"3298","1.13.104.744"
"3299","1.13.104.744"
"3300","1.13.104.746"
"3301","1.13.104.746"
"3302","1.13.104.747"
"3303","1.13.104.747"
"3304","1.13.104.748"
"3305","1.13.104.749"
"3306","1.13.104.753"
"3307","1.13.104.754"
"3308","1.13.104.756"
"3309","1.13.104.758"
"3310","1.13.104.761"
"3311","1.13.104.762"
"3312","1.13.104.763"
"3313","1.13.104.764"
"3314","1.13.104.766"
"3315","1.13.104.767"
"3316","1.13.104.768"
"3317","1.13.104.769"
"3318","1.13.104.773"
"3319","1.13.104.774"
"3320","1.13.104.775"
"3321","1.13.104.776"
"3322","1.13.104.777"
"3323","1.13.104.778"
"3324","1.13.104.779"
"3325","1.13.104.780"
"3326","1.13.104.781"
"3327","1.13.104.782"
"3328","1.13.104.784"
"3329","1.13.104.786"
"3330","1.13.104.789"
"3331","1.13.104.791"
"3332","1.13.104.791"
"3333","1.13.104.792"
"3334","1.13.104.792"
"3335","1.13.104.793"
"3336","1.13.104.793"
"3337","1.13.104.794"
"3338","1.13.104.795"
"3339","1.13.104.796"
"3340","1.13.104.797"
"3341","1.13.104.798"
"3342","1.13.104.798"
"3343","1.13.104.799"
"3344","1.13.104.800"
"3345","1.13.104.800"
"3346","1.13.104.804"
"3347","1.13.104.805"
"3348","1.13.104.805"
"3349","1.13.104.806"
"3350","1.13.104.806"
"3351","1.13.104.807"
"3352","1.13.104.807"
"3353","1.13.104.808"
"3354","1.13.104.809"
"3355","1.13.104.809"
"3356","1.13.104.810"
"3357","1.13.104.810"
"3358","1.13.104.811"
"3359","1.13.104.811"
"3360","1.13.104.812"
"3361","1.13.104.813"
"3362","1.13.104.813"
"3363","1.13.104.814"
"3364","1.13.104.815"
"3365","1.13.104.816"
"3366","1.13.104.817"
"3367","1.13.104.817"
"3368","1.13.104.818"
"3369","1.13.104.818"
"3370","1.13.104.819"
"3371","1.13.104.819"
"3372","1.13.104.821"
"3373","1.13.104.821"
"3374","1.13.104.822"
"3375","1.13.104.822"
"3376","1.13.104.823"
"3377","1.13.104.824"
"3378","1.13.104.824"
"3379","1.13.104.825"
"3380","1.13.104.825"
"3381","1.13.104.826"
"3382","1.13.104.826"
"3383","1.13.104.827"
"3384","1.13.104.827"
"3385","1.13.104.828"
"3386","1.13.104.828"
"3387","1.13.104.829"
"3388","1.13.104.829"
"3389","1.13.104.830"
"3390","1.13.104.830"
"3391","1.13.104.831"
"3392","1.13.104.831"
"3393","1.13.104.832"
"3394","1.13.104.832"
"3395","1.13.104.833"
"3396","1.13.104.833"
"3397","1.13.104.834"
"3398","1.13.104.834"
"3399","1.13.104.836"
"3400","1.13.104.836"
"3401","1.13.104.837"
"3402","1.13.104.837"
"3403","1.13.104.838"
"3404","1.13.104.838"
"3405","1.13.104.839"
"3406","1.13.104.839"
"3407","1.13.104.840"
"3408","1.13.104.840"
"3409","1.13.104.841"
"3410","1.13.104.841"
"3411","1.13.104.842"
"3412","1.13.104.842"
"3413","1.13.104.843"
"3414","1.13.104.843"
"3415","1.13.104.844"
"3416","1.13.104.844"
"3417","1.13.104.845"
"3418","1.13.104.845"
"3419","1.13.104.846"
"3420","1.13.104.847"
"3421","1.13.104.847"
"3422","1.13.104.850"
"3423","1.13.104.850"
"3424","1.13.104.851"
"3425","1.13.104.852"
"3426","1.13.104.853"
"3427","1.13.104.854"
"3428","1.13.104.855"
"3429","1.13.104.856"
"3430","1.13.104.858"
"3431","1.13.104.858"
"3432","1.13.104.859"
"3433","1.13.104.859"
"3434","1.13.104.860"
"3435","1.13.104.860"
"3436","1.13.104.861"
"3437","1.13.104.862"
"3438","1.13.104.863"
"3439","1.13.104.864"
"3440","1.13.104.865"
"3441","1.13.104.867"
"3442","1.13.104.867"
"3443","1.13.104.868"
"3444","1.13.104.869"
"3445","1.13.104.86A"
"3446","1.13.104.870"
"3447","1.13.104.871"
"3448","1.13.104.871"
"3449","1.13.104.872"
"3450","1.13.104.873"
"3451","1.13.104.875"
"3452","1.13.104.875"
"3453","1.13.104.876"
"3454","1.13.104.876"
"3455","1.13.104.878"
"3456","1.13.104.878"
"3457","1.13.104.879"
"3458","1.13.104.880"
"3459","1.13.104.881"
"3460","1.13.104.882"
"3461","1.13.104.885"
"3462","1.13.104.886"
"3463","1.13.104.886"
"3464","1.13.104.887"
"3465","1.13.104.889"
"3466","1.13.104.890"
"3467","1.13.104.890"
"3468","1.13.104.891"
"3469","1.13.104.891"
"3470","1.13.104.892"
"3471","1.13.104.893"
"3472","1.13.104.894"
"3473","1.13.104.897"
"3474","1.13.104.897"
"3475","1.13.104.898"
"3476","1.13.104.899"
"3477","1.13.104.900"
"3478","1.13.104.901"
"3479","1.13.104.901"
"3480","1.13.104.902"
"3481","1.13.104.902"
"3482","1.13.104.903"
"3483","1.13.104.903"
"3484","1.13.104.904"
"3485","1.13.104.904"
"3486","1.13.104.905"
"3487","1.13.104.905"
"3488","1.13.104.909"
"3489","1.13.104.910"
"3490","1.13.104.911"
"3491","1.13.104.911"
"3492","1.13.104.912"
"3493","1.13.104.912"
"3494","1.13.104.913"
"3495","1.13.104.916"
"3496","1.13.104.917"
"3497","1.13.104.917"
"3498","1.13.104.918"
"3499","1.13.104.918"
"3500","1.13.104.919"
"3501","1.13.104.919"
"3502","1.13.104.920"
"3503","1.13.104.920"
"3504","1.13.104.921"
"3505","1.13.104.922"
"3506","1.13.104.923"
"3507","1.13.104.923"
"3508","1.13.104.924"
"3509","1.13.104.925"
"3510","1.13.104.925"
"3511","1.13.104.926"
"3512","1.13.104.926"
"3513","1.13.104.927"
"3514","1.13.104.927"
"3515","1.13.104.928"
"3516","1.13.104.929"
"3517","1.13.104.929"
"3518","1.13.104.92A"
"3519","1.13.104.92A"
"3520","1.13.104.930"
"3521","1.13.104.934"
"3522","1.13.104.935"
"3523","1.13.104.936"
"3524","1.13.104.936"
"3525","1.13.104.937"
"3526","1.13.104.938"
"3527","1.13.104.942"
"3528","1.13.104.944"
"3529","1.13.104.945"
"3530","1.13.104.946"
"3531","1.13.104.946"
"3532","1.13.104.947"
"3533","1.13.104.949"
"3534","1.13.104.950"
"3535","1.13.104.951"
"3536","1.13.104.954"
"3537","1.13.104.954"
"3538","1.13.104.954A"
"3539","1.13.104.954A"
"3540","1.13.104.955"
"3541","1.13.104.956"
"3542","1.13.104.957"
"3543","1.13.104.960"
"3544","1.13.104.961"
"3545","1.13.104.962"
"3546","1.13.104.963"
"3547","1.13.104.964"
"3548","1.13.104.964"
"3549","1.13.104.966"
"3550","1.13.104.966"
"3551","1.13.104.967"
"3552","1.13.104.967"
"3553","1.13.104.968"
"3554","1.13.104.968"
"3555","1.13.104.969"
"3556","1.13.104.970"
"3557","1.13.104.971"
"3558","1.13.104.971"
"3559","1.13.104.972"
"3560","1.13.104.972"
"3561","1.13.104.973"
"3562","1.13.104.973"
"3563","1.13.104.974"
"3564","1.13.104.977"
"3565","1.13.104.979"
"3566","1.13.104.979"
"3567","1.13.104.980"
"3568","1.13.104.980"
"3569","1.13.104.980A"
"3570","1.13.104.980A"
"3571","1.13.104.981"
"3572","1.13.104.981"
"3573","1.13.104.982"
"3574","1.13.104.983"
"3575","1.13.104.983"
"3576","1.13.104.984"
"3577","1.13.104.984"
"3578","1.13.104.985"
"3579","1.13.104.986"
"3580","1.13.104.986"
"3581","1.13.104.987"
"3582","1.13.104.988"
"3583","1.13.104.988"
"3584","1.13.104.989"
"3585","1.13.104.990"
"3586","1.13.104.990"
"3587","1.13.104.991"
"3588","1.13.104.993"
"3589","1.13.104.995"
"3590","1.13.105.193A"
"3591","1.13.105.329A"
"3592","1.13.105.329A"
"3593","1.13.105.401A"
"3594","1.13.105.401A"
"3595","1.13.105.508A"
"3596","1.13.105.508A"
"3597","1.13.107.81A"
"3598","1.13.35.41A"
"3599","1.13.35.41A"
"3600","1.13.40.27B"
"3601","1.13.95.104A"
"3602","1.13.95.124A"
"3603","1.13.95.124A"
"3604","1.13.95.130A"
"3605","1.13.95.190A"
"3606","1.13.95.22A"
"3607","1.13.95.22A"
"3608","1.13.95.252A"
"3609","1.13.95.403A"
"3610","1.13.95.488A"
"3611","1.13.95.496A"
"3612","1.13.95.4A"
"3613","1.13.95.541A"
"3614","1.13.95.558A"
"3615","1.13.95.586A"
"3616","1.13.95.63A"
"3617","1.13.95.63A"
"3618","1.13.95.743A"
"3619","1.13.95.756A"
"3620","1.13.95.756A"
"3621","1.13.95.774A"
"3622","1.13.95.774A"
"3623","1.13.95.783A"
"3624","1.13.95.783A"
"3625","1.13.96.105A"
"3626","1.13.96.10A"
"3627","1.13.96.120A"
"3628","1.13.96.185A"
"3629","1.13.96.191A"
"3630","1.13.96.191A"
"3631","1.13.96.216A"
"3632","1.13.96.216A"
"3633","1.13.96.231A"
"3634","1.13.96.231A"
"3635","1.13.96.242A"
"3636","1.13.96.246A"
"3637","1.13.96.246A"
"3638","1.13.96.277A"
"3639","1.13.96.303A"
"3640","1.13.96.332A"
"3641","1.13.96.332A"
"3642","1.13.96.342A"
"3643","1.13.96.350A"
"3644","1.13.96.356A"
"3645","1.13.96.379A"
"3646","1.13.96.379B"
"3647","1.13.96.394A"
"3648","1.13.96.394A"
"3649","1.13.96.413A"
"3650","1.13.96.452A"
"3651","1.13.96.459A"
"3652","1.13.96.471A"
"3653","1.13.96.471A"
"3654","1.13.96.472A"
"3655","1.13.96.473A"
"3656","1.13.96.519A"
"3657","1.13.96.519A"
"3658","1.13.96.523A"
"3659","1.13.96.539A"
"3660","1.13.96.544A"
"3661","1.13.96.576A"
"3662","1.13.96.577A"
"3663","1.13.96.577A"
"3664","1.13.96.582A"
"3665","1.13.96.582A"
"3666","1.13.96.585A"
"3667","1.13.96.588A"
"3668","1.13.96.588A"
"3669","1.13.96.629A"
"3670","1.13.96.629A"
"3671","1.13.96.635A"
"3672","1.13.96.641A"
"3673","1.13.96.684A"
"3674","1.13.96.76A"
"3675","1.13.96.76A"
"3676","1.13.97.10A"
"3677","1.13.97.68"
"3678","1.13.97.69"
"3679","1.13.97.69"
"3680","1.13.97.70"
"3681","1.13.97.71"
"3682","1.13.97.71"
"3683","1.13.97.72"
"3684","1.13.98.10A"
"3685","1.13.98.10B"
"3686","1.13.98.45A"
"3687","1.13.99.1035A"
"3688","1.13.99.1035A"
"3689","1.13.99.1040A"
"3690","1.13.99.1041A"
"3691","1.13.99.1042A"
"3692","1.13.99.1043A"
"3693","1.13.99.1043A"
"3694","1.13.99.1054A"
"3695","1.13.99.1071A"
"3696","1.13.99.1071A"
"3697","1.13.99.1072A"
"3698","1.13.99.1126A"
"3699","1.13.99.1185A"
"3700","1.13.99.1229A"
"3701","1.13.99.1229A"
"3702","1.13.99.1233A"
"3703","1.13.99.1245A"
"3704","1.13.99.1245C"
"3705","1.13.99.1245C"
"3706","1.13.99.125A"
"3707","1.13.99.125A"
"3708","1.13.99.1337A"
"3709","1.13.99.204A"
"3710","1.13.99.216A"
"3711","1.13.99.304A"
"3712","1.13.99.304A"
"3713","1.13.99.453A"
"3714","1.13.99.453A"
"3715","1.13.99.485A"
"3716","1.13.99.485A"
"3717","1.13.99.48A"
"3718","1.13.99.507A"
"3719","1.13.99.521A"
"3720","1.13.99.521A"
"3721","1.13.99.524A"
"3722","1.13.99.626A"
"3723","1.13.99.626A"
"3724","1.13.99.643A"
"3725","1.13.99.644A"
"3726","1.13.99.657A"
"3727","1.13.99.684A"
"3728","1.13.99.694A"
"3729","1.13.99.701A"
"3730","1.13.99.717A"
"3731","1.13.99.717A"
"3732","1.13.99.721A"
"3733","1.13.99.759A"
"3734","1.13.99.759A"
"3735","1.13.99.780A"
"3736","1.13.99.788A"
"3737","1.13.99.788A"
"3738","1.13.99.795A"
"3739","1.13.99.825A"
"3740","1.13.99.89A"
"3741","1.13.99.928A"
"3742","1.13.99.928A"
"3743","1.13.99.930A"
"3744","1.13.99.930A"
"3745","1.13.99.949A"
"3746","1.13.99.949B"
"3747","1.13.99.949B"
"3748","1.13.99A.1"
"3749","1.13.99A.10"
"3750","1.13.99A.11"
"3751","1.13.99A.14"
"3752","1.13.99A.15"
"3753","1.13.99A.17"
"3754","1.13.99A.18"
"3755","1.13.99A.19"
"3756","1.13.99A.2"
"3757","1.13.99A.21"
"3758","1.13.99A.22"
"3759","1.13.99A.23"
"3760","1.13.99A.24"
"3761","1.13.99A.4"
"3762","1.13.99A.5"
"3763","1.13.99A.6"
"3764","1.13.99A.8"
"3765","1.17.1.103A"
"3766","1.17.1.103A"
"3767","1.17.1.103B"
"3768","1.17.1.103D"
"3769","1.17.1.103E"
"3770","1.17.1.103F"
"3771","1.17.1.103F"
"3772","1.17.1.103H"
"3773","1.17.1.105A"
"3774","1.17.1.105A"
"3775","1.17.1.105B"
"3776","1.17.1.105B"
"3777","1.17.1.119A"
"3778","1.17.1.119A"
"3779","1.17.1.126A"
"3780","1.17.1.126A"
"3781","1.17.1.75A"
"3782","1.17.1.75A"
"3783","1.17.1.75B"
"3784","1.17.6.105A"
"3785","1.17.6.17A"
"3786","1.17.6.185A"
"3787","1.17.6.185A"
"3788","1.17.6.19A"
"3789","1.17.6.19A"
"3790","1.17.6.204A"
"3791","1.17.6.204A"
"3792","1.17.6.26A"
"3793","1.17.6.34A"
"3794","1.17.6.34A"
"3795","1.17.6.34B"
"3796","1.17.6.4A"
"3797","1.17.6.4A"
"3798","1.17.6.52A"
"3799","1.17.6.52A"
"3800","1.20.1.11"
"3801","1.20.1.12"
"3802","1.20.1.13"
"3803","1.20.1.14"
"3804","1.20.1.15"
"3805","1.20.1.16"
"3806","1.20.1.17"
"3807","1.20.1.18"
"3808","1.20.1.18A"
"3809","1.20.1.19"
"3810","1.20.1.2"
"3811","1.20.1.20"
"3812","1.20.1.24"
"3813","1.20.1.26"
"3814","1.20.1.27"
"3815","1.20.1.28"
"3816","1.20.1.3"
"3817","1.20.1.4"
"3818","1.20.1.5A"
"3819","1.20.1.6"
"3820","1.20.1.7"
"3821","1.20.1.9"
"3822","1.21.1.1"
"3823","1.21.1.1"
"3824","1.21.1.10"
"3825","1.21.1.10"
"3826","1.21.1.11"
"3827","1.21.1.11"
"3828","1.21.1.12"
"3829","1.21.1.13"
"3830","1.21.1.13"
"3831","1.21.1.14"
"3832","1.21.1.14"
"3833","1.21.1.16"
"3834","1.21.1.16"
"3835","1.21.1.17"
"3836","1.21.1.18"
"3837","1.21.1.18"
"3838","1.21.1.19"
"3839","1.21.1.19"
"3840","1.21.1.1A"
"3841","1.21.1.1A"
"3842","1.21.1.2"
"3843","1.21.1.2"
"3844","1.21.1.20"
"3845","1.21.1.20"
"3846","1.21.1.21"
"3847","1.21.1.21"
"3848","1.21.1.22"
"3849","1.21.1.22"
"3850","1.21.1.23"
"3851","1.21.1.24"
"3852","1.21.1.24"
"3853","1.21.1.25"
"3854","1.21.1.25"
"3855","1.21.1.27"
"3856","1.21.1.27"
"3857","1.21.1.28"
"3858","1.21.1.28"
"3859","1.21.1.29"
"3860","1.21.1.3"
"3861","1.21.1.3"
"3862","1.21.1.30"
"3863","1.21.1.31"
"3864","1.21.1.31"
"3865","1.21.1.31A"
"3866","1.21.1.31A"
"3867","1.21.1.33"
"3868","1.21.1.34"
"3869","1.21.1.34"
"3870","1.21.1.35"
"3871","1.21.1.35"
"3872","1.21.1.36"
"3873","1.21.1.36"
"3874","1.21.1.37"
"3875","1.21.1.38"
"3876","1.21.1.38"
"3877","1.21.1.4"
"3878","1.21.1.4"
"3879","1.21.1.5"
"3880","1.21.1.5"
"3881","1.21.1.6"
"3882","1.21.1.6"
"3883","1.21.1.7"
"3884","1.21.1.7"
"3885","1.21.1.8"
"3886","1.21.1.8"
"3887","1.21.1.9"
"3888","1.21.1.9"
"3889","1.21.8.1"
"3890","1.21.8.1"
"3891","1.21.8.10"
"3892","1.21.8.12"
"3893","1.21.8.12"
"3894","1.21.8.13"
"3895","1.21.8.13"
"3896","1.21.8.15"
"3897","1.21.8.15"
"3898","1.21.8.16"
"3899","1.21.8.16"
"3900","1.21.8.17"
"3901","1.21.8.18"
"3902","1.21.8.19"
"3903","1.21.8.20"
"3904","1.21.8.20"
"3905","1.21.8.20A"
"3906","1.21.8.20A"
"3907","1.21.8.21"
"3908","1.21.8.21"
"3909","1.21.8.22"
"3910","1.21.8.22"
"3911","1.21.8.23"
"3912","1.21.8.23"
"3913","1.21.8.24"
"3914","1.21.8.24"
"3915","1.21.8.25"
"3916","1.21.8.26"
"3917","1.21.8.27"
"3918","1.21.8.27"
"3919","1.21.8.28"
"3920","1.21.8.28"
"3921","1.21.8.28A"
"3922","1.21.8.28A"
"3923","1.21.8.28B"
"3924","1.21.8.29A"
"3925","1.21.8.30"
"3926","1.21.8.30"
"3927","1.21.8.30A"
"3928","1.21.8.30A"
"3929","1.21.8.31"
"3930","1.21.8.31"
"3931","1.21.8.32"
"3932","1.21.8.32"
"3933","1.21.8.33"
"3934","1.21.8.33"
"3935","1.21.8.34"
"3936","1.21.8.34"
"3937","1.21.8.35"
"3938","1.21.8.35"
"3939","1.21.8.37"
"3940","1.21.8.39"
"3941","1.21.8.39"
"3942","1.21.8.39A"
"3943","1.21.8.3A"
"3944","1.21.8.4"
"3945","1.21.8.4"
"3946","1.21.8.41"
"3947","1.21.8.42"
"3948","1.21.8.44"
"3949","1.21.8.45"
"3950","1.21.8.45"
"3951","1.21.8.47"
"3952","1.21.8.47"
"3953","1.21.8.48"
"3954","1.21.8.48"
"3955","1.21.8.49"
"3956","1.21.8.49"
"3957","1.21.8.5"
"3958","1.21.8.5"
"3959","1.21.8.50"
"3960","1.21.8.50"
"3961","1.21.8.51"
"3962","1.21.8.52"
"3963","1.21.8.52"
"3964","1.21.8.53"
"3965","1.21.8.55"
"3966","1.21.8.55"
"3967","1.21.8.56"
"3968","1.21.8.56"
"3969","1.21.8.57"
"3970","1.21.8.57"
"3971","1.21.8.58"
"3972","1.21.8.58"
"3973","1.21.8.59"
"3974","1.21.8.59"
"3975","1.21.8.59A"
"3976","1.21.8.6"
"3977","1.21.8.6"
"3978","1.21.8.60"
"3979","1.21.8.60"
"3980","1.21.8.61"
"3981","1.21.8.61"
"3982","1.21.8.62"
"3983","1.21.8.62"
"3984","1.21.8.63"
"3985","1.21.8.64"
"3986","1.21.8.64"
"3987","1.21.8.65"
"3988","1.21.8.66"
"3989","1.28.3.199"
"3990","1.28.3.199"
"3991","1.28.3.201"
"3992","1.28.3.201"
"3993","1.28.3.202"
"3994","1.28.3.202"
"3995","1.28.3.203"
"3996","1.28.3.203"
"3997","1.28.3.205"
"3998","1.28.3.205"
"3999","1.28.5.130A"
"4000","1.28.5.22A"
"4001","1.3.20.1A"
"4002","1.3.20.1A"
"4003","1.3.20.22A"
"4004","1.3.20.22A"
"4005","1.3.20.58A"
"4006","1.3.20.58A"
"4007","1.3.20.69A"
"4008","1.3.20.69A"
"4009","1.3.34.102A"
"4010","1.3.34.102A"
"4011","1.3.34.103A"
"4012","1.3.34.121A"
"4013","1.3.34.12A"
"4014","1.3.34.12A"
"4015","1.3.34.12B"
"4016","1.3.34.147A"
"4017","1.3.34.147B"
"4018","1.3.34.147B"
"4019","1.3.34.148A"
"4020","1.3.34.155A"
"4021","1.3.34.15A"
"4022","1.3.34.15A"
"4023","1.3.34.165A"
"4024","1.3.34.165A"
"4025","1.3.34.20A"
"4026","1.3.34.24A"
"4027","1.3.34.24A"
"4028","1.3.34.79A"
"4029","1.3.34.94A"
"4030","1.3.34.94A"
"4031","1.3.36.175A"
"4032","1.3.36.175A"
"4033","1.3.36.179A"
"4034","1.3.36.179A"
"4035","1.3.36.222A"
"4036","1.3.36.222A"
"4037","1.3.36.245A"
"4038","1.3.36.245A"
"4039","1.3.36.253A"
"4040","1.3.36.253A"
"4041","1.3.36.262A"
"4042","1.3.36.262A"
"4043","1.3.36.276A"
"4044","1.3.36.280A"
"4045","1.3.36.280A"
"4046","1.3.36.293A"
"4047","1.3.36.293A"
"4048","1.3.36.293B"
"4049","1.3.36.293B"
"4050","1.3.36.30A"
"4051","1.3.36.30B"
"4052","1.3.36.30B"
"4053","1.3.36.333A"
"4054","1.3.36.350A"
"4055","1.3.36.355A"
"4056","1.3.36.356A"
"4057","1.3.36.407A"
"4058","1.3.36.407A"
"4059","1.3.36.437A"
"4060","1.3.36.437A"
"4061","1.3.36.441A"
"4062","1.3.36.441A"
"4063","1.3.36.442A"
"4064","1.3.36.442A"
"4065","1.3.36.449A"
"4066","1.3.36.449A"
"4067","1.3.36.464A"
"4068","1.3.36.476A"
"4069","1.3.36.476B"
"4070","1.3.36.476B"
"4071","1.3.36.502A"
"4072","1.3.36.510A"
"4073","1.3.36.531A"
"4074","1.3.36.531A"
"4075","1.3.36.544A"
"4076","1.3.36.552A"
"4077","1.3.36.558A"
"4078","1.3.36.558A"
"4079","1.3.36.584A"
"4080","1.3.36.584A"
