type;ident;lat;long;y_proj;x_proj;new_seg;display;color;altitude;depth;temp;time;model;filename;ltime;
TRACK;1.7.6-1;-16.45073151;-71.55946159;-1946867.529;2835022.298;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-1;-16.45072842;-71.55948473;-1946866.875;2835019.715;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-1;-16.45075169;-71.55949671;-1946869.457;2835018.054;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-1;-16.45148305;-71.55936381;-1946957.024;2835023.555;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45204952;-71.55906244;-1947027.352;2835050.304;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45251064;-71.55874155;-1947085.555;2835080.642;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45235912;-71.55843039;-1947071.685;2835117.886;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45185346;-71.55876833;-1947008.037;2835086.198;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45172099;-71.55894985;-1946990.189;2835067.359;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-2;-16.45183142;-71.55917768;-1947000.285;2835040.094;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-3; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-3;-16.45325175;-71.55834976;-1947177.533;2835115.354;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-3;-16.45305268;-71.55794301;-1947159.286;2835164.054;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-3;-16.45265789;-71.55819833;-1947109.701;2835140.279;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-3;-16.45238701;-71.55840487;-1947075.283;2835120.414;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-3;-16.4525374;-71.55870982;-1947089.098;2835083.888;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.45357149;-71.55819493;-1947217.037;2835128.721;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.4535441;-71.55757835;-1947221.599;2835198.955;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.45352596;-71.55756717;-1947219.611;2835200.46;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.45351227;-71.55756935;-1947217.976;2835200.392;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.45310643;-71.55789756;-1947166.172;2835168.502;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-4;-16.45332144;-71.55833325;-1947185.926;2835116.314;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45461941;-71.55834496;-1947338.212;2835098.016;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45459675;-71.55831901;-1947335.878;2835101.253;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45437545;-71.55828061;-1947310.373;2835108.499;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45409366;-71.55863405;-1947272.821;2835072.128;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45396812;-71.5587897;-1947256.113;2835056.13;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-5;-16.45405198;-71.55899029;-1947263.431;2835032.301;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-6; ; ;-1.516416327;20763369.87; ; ; ; ; ; ; ; ; ; ;
TRACK;1.7.6-6;-16.45389144;-71.55874504;-1947247.672;2835062.194;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-6;-16.45368752;-71.55824588;-1947230.02;2835121.429;False; ; ;0; ; ; ; ; ; ;
TRACK;1.7.6-6;-16.4533581;-71.55842308;-1947189.099;2835105.655;False; ; ;0; ; ; ; ; ; ;
