"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"8085","1.1.78.361","1","1","78","361","2","R",NA,NA
"8086","1.1.78.362","1","1","78","362","1","C",NA,NA
"8087","1.1.78.362","1","1","78","362","2","R",NA,NA
"8088","1.1.78.363","1","1","78","363","1","LP",NA,NA
"8089","1.1.78.363","1","1","78","363","2","T",NA,NA
"8090","1.1.78.364","1","1","78","364","1","T",NA,NA
"8091","1.1.78.364","1","1","78","364","2","T",NA,NA
"8092","1.1.78.365","1","1","78","365","1","T",NA,NA
"8093","1.1.78.365","1","1","78","365","2","T",NA,NA
"8094","1.1.78.366","1","1","78","366","1","R",NA,NA
"8095","1.1.78.366","1","1","78","366","2","R",NA,NA
"8096","1.1.78.367","1","1","78","367","1","R",NA,NA
"8097","1.1.78.367","1","1","78","367","2","R",NA,NA
"8098","1.1.78.368","1","1","78","368","1","R",NA,NA
"8099","1.1.78.368","1","1","78","368","2","R",NA,NA
"8100","1.1.78.369","1","1","78","369","1","T",NA,NA
"8101","1.1.78.369","1","1","78","369","2","T",NA,NA
"8102","1.1.78.369A","1","1","78","369A","1","T",NA,NA
"8103","1.1.78.369A","1","1","78","369A","2","T",NA,NA
"8104","1.1.78.37","1","1","78","37","1","T",NA,NA
"8105","1.1.78.37","1","1","78","37","2","T",NA,NA
"8106","1.1.78.370","1","1","78","370","1","T",NA,NA
"8107","1.1.78.370","1","1","78","370","2","T",NA,NA
"8108","1.1.78.371","1","1","78","371","1","DES",NA,NA
"8109","1.1.78.371","1","1","78","371","1","LP",NA,NA
"8110","1.1.78.371","1","1","78","371","2","T",NA,NA
"8111","1.1.78.372","1","1","78","372","1","T",NA,NA
"8112","1.1.78.372","1","1","78","372","2","T",NA,NA
"8113","1.1.78.373","1","1","78","373","1","T",NA,NA
"8114","1.1.78.373","1","1","78","373","2","T",NA,NA
"8115","1.1.78.374","1","1","78","374","1","R",NA,NA
"8116","1.1.78.374","1","1","78","374","2","R",NA,NA
"8117","1.1.78.375","1","1","78","375","1","T","1",NA
"8118","1.1.78.375","1","1","78","375","2","T",NA,NA
"8119","1.1.78.376","1","1","78","376","1","C",NA,NA
"8120","1.1.78.376","1","1","78","376","2","T",NA,NA
"8121","1.1.78.377","1","1","78","377","1","C",NA,NA
"8122","1.1.78.377","1","1","78","377","2","R",NA,NA
"8123","1.1.78.378","1","1","78","378","1","T",NA,NA
"8124","1.1.78.378","1","1","78","378","2","T",NA,NA
"8125","1.1.78.379","1","1","78","379","1","T",NA,NA
"8126","1.1.78.379","1","1","78","379","2","T",NA,NA
"8127","1.1.78.38","1","1","78","38","1","T",NA,NA
"8128","1.1.78.38","1","1","78","38","2","T",NA,NA
"8129","1.1.78.380","1","1","78","380","1","T",NA,NA
"8130","1.1.78.380","1","1","78","380","2","T",NA,NA
"8131","1.1.78.381","1","1","78","381","1","T",NA,NA
"8132","1.1.78.381","1","1","78","381","2","T",NA,NA
"8133","1.1.78.382","1","1","78","382","1","T",NA,NA
"8134","1.1.78.382","1","1","78","382","2","T",NA,NA
"8135","1.1.78.383","1","1","78","383","1","T",NA,NA
"8136","1.1.78.383","1","1","78","383","2","T",NA,NA
"8137","1.1.78.384","1","1","78","384","1","R",NA,NA
"8138","1.1.78.384","1","1","78","384","2","T",NA,NA
"8139","1.1.78.385","1","1","78","385","1","T",NA,NA
"8140","1.1.78.385","1","1","78","385","2","T",NA,NA
"8141","1.1.78.386","1","1","78","386","1","T",NA,NA
"8142","1.1.78.386","1","1","78","386","2","T",NA,NA
"8143","1.1.78.387","1","1","78","387","1","T",NA,NA
"8144","1.1.78.387","1","1","78","387","2","T",NA,NA
"8145","1.1.78.388","1","1","78","388","1","C",NA,NA
"8146","1.1.78.388","1","1","78","388","2","R",NA,NA
"8147","1.1.78.389","1","1","78","389","1","T",NA,"7"
"8148","1.1.78.389","1","1","78","389","2","T",NA,NA
"8149","1.1.78.39","1","1","78","39","1","T",NA,NA
"8150","1.1.78.39","1","1","78","39","2","T",NA,NA
"8151","1.1.78.390","1","1","78","390","1","T",NA,NA
"8152","1.1.78.390","1","1","78","390","2","T",NA,NA
"8153","1.1.78.391","1","1","78","391","1","T","3",NA
"8154","1.1.78.391","1","1","78","391","2","T",NA,NA
"8155","1.1.78.392","1","1","78","392","1","T",NA,NA
"8156","1.1.78.392","1","1","78","392","2","T",NA,NA
"8157","1.1.78.393","1","1","78","393","1","T",NA,NA
"8158","1.1.78.393","1","1","78","393","2","T",NA,NA
"8159","1.1.78.394","1","1","78","394","1","T",NA,NA
"8160","1.1.78.394","1","1","78","394","2","T",NA,NA
"8161","1.1.78.395","1","1","78","395","1","T",NA,NA
"8162","1.1.78.395","1","1","78","395","2","T",NA,NA
"8163","1.1.78.396","1","1","78","396","1","T",NA,NA
"8164","1.1.78.396","1","1","78","396","2","T",NA,NA
"8165","1.1.78.397","1","1","78","397","1","T",NA,NA
"8166","1.1.78.397","1","1","78","397","2","T",NA,NA
"8167","1.1.78.398","1","1","78","398","1","T",NA,NA
"8168","1.1.78.398","1","1","78","398","2","T",NA,NA
"8169","1.1.78.399","1","1","78","399","1","T",NA,NA
"8170","1.1.78.399","1","1","78","399","2","T",NA,NA
"8171","1.1.7.84","1","1","7","84","1","T",NA,NA
"8172","1.1.7.84","1","1","7","84","2","T",NA,NA
"8173","1.1.78.4","1","1","78","4","1","T",NA,NA
"8174","1.1.78.4","1","1","78","4","2","T",NA,NA
"8175","1.1.78.40","1","1","78","40","1","T",NA,NA
"8176","1.1.78.40","1","1","78","40","2","C",NA,NA
"8177","1.1.78.400","1","1","78","400","1","T",NA,NA
"8178","1.1.78.400","1","1","78","400","2","T",NA,NA
"8179","1.1.78.401","1","1","78","401","1","T",NA,NA
"8180","1.1.78.401","1","1","78","401","2","T",NA,NA
"8181","1.1.78.402","1","1","78","402","1","T",NA,NA
"8182","1.1.78.402","1","1","78","402","2","R",NA,NA
"8183","1.1.78.402A","1","1","78","402A","1","T",NA,NA
"8184","1.1.78.402A","1","1","78","402A","2","T",NA,NA
"8185","1.1.78.403","1","1","78","403","1","T",NA,NA
"8186","1.1.78.403","1","1","78","403","2","T",NA,NA
"8187","1.1.78.404","1","1","78","404","1","T",NA,NA
"8188","1.1.78.404","1","1","78","404","2","R",NA,NA
"8189","1.1.78.404A","1","1","78","404A","1","T",NA,NA
"8190","1.1.78.404A","1","1","78","404A","2","R",NA,NA
"8191","1.1.78.405","1","1","78","405","1","T",NA,NA
"8192","1.1.78.405","1","1","78","405","2","T",NA,NA
"8193","1.1.78.406","1","1","78","406","1","T",NA,NA
"8194","1.1.78.406","1","1","78","406","2","T",NA,NA
"8195","1.1.78.407","1","1","78","407","1","T",NA,NA
"8196","1.1.78.407","1","1","78","407","2","T",NA,NA
"8197","1.1.78.408","1","1","78","408","1","T",NA,NA
"8198","1.1.78.408","1","1","78","408","2","T",NA,NA
"8199","1.1.78.409","1","1","78","409","1","C",NA,NA
"8200","1.1.78.409","1","1","78","409","2","C",NA,NA
"8201","1.1.78.41","1","1","78","41","1","T",NA,NA
"8202","1.1.78.41","1","1","78","41","2","T",NA,NA
"8203","1.1.78.410","1","1","78","410","1","R",NA,NA
"8204","1.1.78.410","1","1","78","410","2","C",NA,NA
"8205","1.1.78.411","1","1","78","411","1","R",NA,NA
"8206","1.1.78.411","1","1","78","411","2","C",NA,NA
"8207","1.1.78.412","1","1","78","412","1","T",NA,NA
"8208","1.1.78.412","1","1","78","412","2","C",NA,NA
"8209","1.1.78.413","1","1","78","413","1","C",NA,NA
"8210","1.1.78.413","1","1","78","413","2","T",NA,NA
"8211","1.1.78.414","1","1","78","414","1","T",NA,NA
"8212","1.1.78.414","1","1","78","414","2","T",NA,NA
"8213","1.1.78.415","1","1","78","415","1","C",NA,NA
"8214","1.1.78.415","1","1","78","415","2","T",NA,NA
"8215","1.1.78.416","1","1","78","416","1","T",NA,NA
"8216","1.1.78.416","1","1","78","416","2","T",NA,NA
"8217","1.1.78.417","1","1","78","417","1","T",NA,NA
"8218","1.1.78.417","1","1","78","417","2","T",NA,NA
"8219","1.1.78.418","1","1","78","418","1","T",NA,NA
"8220","1.1.78.418","1","1","78","418","2","R",NA,NA
"8221","1.1.78.418A","1","1","78","418A","1","T",NA,NA
"8222","1.1.78.418A","1","1","78","418A","2","T",NA,NA
"8223","1.1.78.419","1","1","78","419","1","C",NA,NA
"8224","1.1.78.419","1","1","78","419","2","R",NA,NA
"8225","1.1.78.42","1","1","78","42","1","T",NA,NA
"8226","1.1.78.42","1","1","78","42","2","T",NA,NA
"8227","1.1.78.420","1","1","78","420","1","T",NA,NA
"8228","1.1.78.420","1","1","78","420","2","T",NA,NA
"8229","1.1.78.421","1","1","78","421","1","T",NA,NA
"8230","1.1.78.421","1","1","78","421","2","R",NA,NA
"8231","1.1.78.422","1","1","78","422","1","T",NA,NA
"8232","1.1.78.422","1","1","78","422","2","T",NA,NA
"8233","1.1.78.422A","1","1","78","422A","1","T",NA,NA
"8234","1.1.78.422A","1","1","78","422A","2","T",NA,NA
"8235","1.1.78.423","1","1","78","423","1","T",NA,NA
"8236","1.1.78.423","1","1","78","423","2","T",NA,NA
"8237","1.1.78.423A","1","1","78","423A","1","T",NA,NA
"8238","1.1.78.423A","1","1","78","423A","2","T",NA,NA
"8239","1.1.78.424","1","1","78","424","1","T",NA,NA
"8240","1.1.78.424","1","1","78","424","2","T",NA,NA
"8241","1.1.78.425","1","1","78","425","1","T",NA,NA
"8242","1.1.78.425","1","1","78","425","2","T",NA,NA
"8243","1.1.78.426","1","1","78","426","1","LP",NA,NA
"8244","1.1.78.426","1","1","78","426","2","T",NA,NA
"8245","1.1.78.427","1","1","78","427","1","R",NA,NA
"8246","1.1.78.427","1","1","78","427","2","R",NA,NA
"8247","1.1.78.428","1","1","78","428","1","T",NA,NA
"8248","1.1.78.428","1","1","78","428","2","R",NA,NA
"8249","1.1.78.429","1","1","78","429","1","T",NA,NA
"8250","1.1.78.429","1","1","78","429","2","R",NA,NA
"8251","1.1.78.429A","1","1","78","429A","1","T",NA,NA
"8252","1.1.78.429A","1","1","78","429A","2","R",NA,NA
"8253","1.1.78.43","1","1","78","43","1","T",NA,NA
"8254","1.1.78.43","1","1","78","43","2","T",NA,NA
"8255","1.1.78.430","1","1","78","430","1","C",NA,NA
"8256","1.1.78.430","1","1","78","430","2","T",NA,NA
"8257","1.1.78.430A","1","1","78","430A","1","T",NA,NA
"8258","1.1.78.430A","1","1","78","430A","2","R",NA,NA
"8259","1.1.78.431","1","1","78","431","1","T",NA,NA
"8260","1.1.78.431","1","1","78","431","2","T",NA,NA
"8261","1.1.78.432","1","1","78","432","1","T",NA,NA
"8262","1.1.78.432","1","1","78","432","2","T",NA,NA
"8263","1.1.78.433","1","1","78","433","1","T",NA,NA
"8264","1.1.78.433","1","1","78","433","2","T",NA,NA
"8265","1.1.78.434","1","1","78","434","1","T",NA,NA
"8266","1.1.78.434","1","1","78","434","2","T",NA,NA
"8267","1.1.78.434A","1","1","78","434A","1","T","1",NA
"8268","1.1.78.434A","1","1","78","434A","2","T",NA,NA
"8269","1.1.78.435","1","1","78","435","1","T",NA,NA
"8270","1.1.78.435","1","1","78","435","2","T",NA,NA
"8271","1.1.78.436","1","1","78","436","1","T",NA,NA
"8272","1.1.78.436","1","1","78","436","2","T",NA,NA
"8273","1.1.78.437","1","1","78","437","1","R",NA,NA
"8274","1.1.78.437","1","1","78","437","2","R",NA,NA
"8275","1.1.78.438","1","1","78","438","1","T",NA,NA
"8276","1.1.78.438","1","1","78","438","2","T",NA,NA
"8277","1.1.78.439","1","1","78","439","1","T",NA,NA
"8278","1.1.78.439","1","1","78","439","2","T",NA,NA
"8279","1.1.78.44","1","1","78","44","1","T",NA,NA
"8280","1.1.78.44","1","1","78","44","2","T",NA,NA
"8281","1.1.78.440","1","1","78","440","1","C",NA,NA
"8282","1.1.78.440","1","1","78","440","2","T",NA,NA
"8283","1.1.78.441","1","1","78","441","1","C",NA,NA
"8284","1.1.78.441","1","1","78","441","2","T",NA,NA
"8285","1.1.78.442","1","1","78","442","1","T",NA,NA
"8286","1.1.78.442","1","1","78","442","2","T",NA,NA
"8287","1.1.78.443","1","1","78","443","1","C",NA,NA
"8288","1.1.78.443","1","1","78","443","2","T",NA,NA
"8289","1.1.78.444","1","1","78","444","1","T",NA,NA
"8290","1.1.78.444","1","1","78","444","2","T",NA,NA
"8291","1.1.78.445","1","1","78","445","1","T",NA,NA
"8292","1.1.78.445","1","1","78","445","2","T",NA,NA
"8293","1.1.78.446","1","1","78","446","1","T",NA,NA
"8294","1.1.78.446","1","1","78","446","2","T",NA,NA
"8295","1.1.78.447","1","1","78","447","1","T",NA,NA
"8296","1.1.78.447","1","1","78","447","2","T",NA,NA
"8297","1.1.78.447A","1","1","78","447A","1","T",NA,NA
"8298","1.1.78.447A","1","1","78","447A","2","T",NA,NA
"8299","1.1.78.448","1","1","78","448","1","T",NA,NA
"8300","1.1.78.448","1","1","78","448","2","T",NA,NA
"8301","1.1.78.449","1","1","78","449","1","C",NA,NA
"8302","1.1.78.449","1","1","78","449","2","T",NA,NA
"8303","1.1.78.45","1","1","78","45","1","T",NA,NA
"8304","1.1.78.45","1","1","78","45","2","T",NA,NA
"8305","1.1.78.450","1","1","78","450","1","C",NA,NA
"8306","1.1.78.450","1","1","78","450","2","R",NA,NA
"8307","1.1.78.451","1","1","78","451","1","C",NA,NA
"8308","1.1.78.451","1","1","78","451","2","T",NA,NA
"8309","1.1.78.452","1","1","78","452","1","R",NA,NA
"8310","1.1.78.452","1","1","78","452","2","T",NA,NA
"8311","1.1.78.453","1","1","78","453","1","T",NA,NA
"8312","1.1.78.453","1","1","78","453","2","T",NA,NA
"8313","1.1.78.454","1","1","78","454","1","T",NA,NA
"8314","1.1.78.454","1","1","78","454","2","T",NA,NA
"8315","1.1.78.455","1","1","78","455","1","T",NA,NA
"8316","1.1.78.455","1","1","78","455","2","T",NA,NA
"8317","1.1.78.455A","1","1","78","455A","1","T",NA,NA
"8318","1.1.78.455A","1","1","78","455A","2","T",NA,NA
"8319","1.1.78.456","1","1","78","456","1","T",NA,NA
"8320","1.1.78.456","1","1","78","456","2","T",NA,NA
"8321","1.1.78.457","1","1","78","457","1","R",NA,NA
"8322","1.1.78.457","1","1","78","457","2","T",NA,NA
"8323","1.1.78.458","1","1","78","458","1","T",NA,NA
"8324","1.1.78.458","1","1","78","458","2","T",NA,NA
"8325","1.1.78.459","1","1","78","459","1","T",NA,NA
"8326","1.1.78.459","1","1","78","459","2","T",NA,NA
"8327","1.1.78.46","1","1","78","46","1","T",NA,NA
"8328","1.1.78.46","1","1","78","46","2","T",NA,NA
"8329","1.1.78.460","1","1","78","460","1","T",NA,NA
"8330","1.1.78.460","1","1","78","460","2","T",NA,NA
"8331","1.1.78.461","1","1","78","461","1","T",NA,NA
"8332","1.1.78.461","1","1","78","461","2","T",NA,NA
"8333","1.1.78.462","1","1","78","462","1","T",NA,NA
"8334","1.1.78.462","1","1","78","462","2","R",NA,NA
"8335","1.1.78.463","1","1","78","463","1","T",NA,NA
"8336","1.1.78.463","1","1","78","463","2","T",NA,NA
"8337","1.1.78.463A","1","1","78","463A","2","T",NA,NA
"8338","1.1.78.464","1","1","78","464","1","C",NA,NA
"8339","1.1.78.464","1","1","78","464","2","T",NA,NA
"8340","1.1.78.465","1","1","78","465","1","C",NA,NA
"8341","1.1.78.465","1","1","78","465","2","T",NA,NA
"8342","1.1.78.466","1","1","78","466","1","T",NA,NA
"8343","1.1.78.466","1","1","78","466","2","T",NA,NA
"8344","1.1.78.467","1","1","78","467","1","T",NA,NA
"8345","1.1.78.467","1","1","78","467","2","T",NA,NA
"8346","1.1.78.467A","1","1","78","467A","1","T","11",NA
"8347","1.1.78.467A","1","1","78","467A","2","T",NA,NA
"8348","1.1.78.468","1","1","78","468","1","T",NA,NA
"8349","1.1.78.468","1","1","78","468","2","T",NA,NA
"8350","1.1.78.469","1","1","78","469","1","T",NA,NA
"8351","1.1.78.469","1","1","78","469","2","T",NA,NA
"8352","1.1.78.46A","1","1","78","46A","1","T",NA,NA
"8353","1.1.78.46A","1","1","78","46A","2","T",NA,NA
"8354","1.1.78.47","1","1","78","47","1","T",NA,NA
"8355","1.1.78.47","1","1","78","47","2","T",NA,NA
"8356","1.1.78.470","1","1","78","470","1","C",NA,NA
"8357","1.1.78.470","1","1","78","470","2","R",NA,NA
"8358","1.1.78.471","1","1","78","471","1","T",NA,NA
"8359","1.1.78.471","1","1","78","471","2","T",NA,NA
"8360","1.1.78.472","1","1","78","472","1","T",NA,NA
"8361","1.1.78.472","1","1","78","472","2","T",NA,NA
"8362","1.1.78.473","1","1","78","473","1","T",NA,NA
"8363","1.1.78.473","1","1","78","473","2","T",NA,NA
"8364","1.1.78.474","1","1","78","474","1","C",NA,NA
"8365","1.1.78.474","1","1","78","474","2","T",NA,NA
"8366","1.1.78.475","1","1","78","475","1","T",NA,NA
"8367","1.1.78.475","1","1","78","475","2","T",NA,NA
"8368","1.1.78.475A","1","1","78","475A","1","T",NA,NA
"8369","1.1.78.476","1","1","78","476","1","T",NA,NA
"8370","1.1.78.476","1","1","78","476","2","T",NA,NA
"8371","1.1.78.477","1","1","78","477","1","T",NA,NA
"8372","1.1.78.477","1","1","78","477","2","T",NA,NA
"8373","1.1.78.478","1","1","78","478","1","T",NA,NA
"8374","1.1.78.478","1","1","78","478","2","T",NA,NA
"8375","1.1.78.478A","1","1","78","478A","1","T",NA,NA
"8376","1.1.78.478A","1","1","78","478A","2","T",NA,NA
"8377","1.1.78.479","1","1","78","479","1","T",NA,NA
"8378","1.1.78.479","1","1","78","479","2","R",NA,NA
"8379","1.1.78.48","1","1","78","48","1","T",NA,NA
"8380","1.1.78.48","1","1","78","48","2","T",NA,NA
"8381","1.1.78.480","1","1","78","480","1","T",NA,NA
"8382","1.1.78.480","1","1","78","480","2","T",NA,NA
"8383","1.1.78.481","1","1","78","481","1","T",NA,NA
"8384","1.1.78.481","1","1","78","481","2","T",NA,NA
"8385","1.1.78.482","1","1","78","482","1","T",NA,NA
"8386","1.1.78.482","1","1","78","482","2","R",NA,NA
"8387","1.1.78.483","1","1","78","483","1","T",NA,NA
"8388","1.1.78.483","1","1","78","483","2","T",NA,NA
"8389","1.1.78.484","1","1","78","484","1","T",NA,NA
"8390","1.1.78.484","1","1","78","484","2","T",NA,NA
"8391","1.1.78.485","1","1","78","485","1","T",NA,NA
"8392","1.1.78.485","1","1","78","485","2","T",NA,NA
"8393","1.1.78.486","1","1","78","486","1","T",NA,NA
"8394","1.1.78.486","1","1","78","486","2","T",NA,NA
"8395","1.1.78.487","1","1","78","487","1","C",NA,NA
"8396","1.1.78.487","1","1","78","487","2","T",NA,NA
"8397","1.1.78.488","1","1","78","488","1","T",NA,NA
"8398","1.1.78.488","1","1","78","488","2","T",NA,NA
"8399","1.1.78.489","1","1","78","489","1","T",NA,NA
"8400","1.1.78.489","1","1","78","489","2","T",NA,NA
"8401","1.1.78.49","1","1","78","49","1","T",NA,NA
"8402","1.1.78.49","1","1","78","49","2","C",NA,NA
"8403","1.1.78.490","1","1","78","490","1","T",NA,NA
"8404","1.1.78.490","1","1","78","490","2","T",NA,NA
"8405","1.1.78.491","1","1","78","491","1","T",NA,NA
"8406","1.1.78.491","1","1","78","491","2","T",NA,NA
"8407","1.1.78.492","1","1","78","492","1","T",NA,NA
"8408","1.1.78.492","1","1","78","492","2","T",NA,NA
"8409","1.1.78.493","1","1","78","493","1","T",NA,NA
"8410","1.1.78.493","1","1","78","493","2","T",NA,NA
"8411","1.1.78.494","1","1","78","494","1","C",NA,NA
"8412","1.1.78.494","1","1","78","494","2","T",NA,NA
"8413","1.1.78.495","1","1","78","495","1","C",NA,NA
"8414","1.1.78.495","1","1","78","495","2","T",NA,NA
"8415","1.1.78.496","1","1","78","496","1","T",NA,NA
"8416","1.1.78.496","1","1","78","496","2","T",NA,NA
"8417","1.1.78.497","1","1","78","497","1","C",NA,NA
"8418","1.1.78.497","1","1","78","497","2","R",NA,NA
"8419","1.1.78.498","1","1","78","498","1","T",NA,NA
"8420","1.1.78.498","1","1","78","498","2","T",NA,NA
"8421","1.1.78.499","1","1","78","499","1","T",NA,NA
"8422","1.1.78.499","1","1","78","499","2","T",NA,NA
"8423","1.1.78.49A","1","1","78","49A","1","T",NA,NA
"8424","1.1.78.49A","1","1","78","49A","2","C",NA,NA
"8425","1.1.7.85","1","1","7","85","1","T",NA,NA
"8426","1.1.7.85","1","1","7","85","2","T",NA,NA
"8427","1.1.78.5","1","1","78","5","1","T",NA,NA
"8428","1.1.78.5","1","1","78","5","2","T",NA,NA
"8429","1.1.78.50","1","1","78","50","1","T",NA,NA
"8430","1.1.78.50","1","1","78","50","2","T",NA,NA
"8431","1.1.78.500","1","1","78","500","1","T",NA,NA
"8432","1.1.78.500","1","1","78","500","2","T",NA,NA
"8433","1.1.78.501","1","1","78","501","1","T",NA,NA
"8434","1.1.78.501","1","1","78","501","2","R",NA,NA
"8435","1.1.78.502","1","1","78","502","1","T",NA,NA
"8436","1.1.78.502","1","1","78","502","2","T",NA,NA
"8437","1.1.78.503","1","1","78","503","1","T",NA,NA
"8438","1.1.78.503","1","1","78","503","2","T",NA,NA
"8439","1.1.78.504","1","1","78","504","1","T",NA,NA
"8440","1.1.78.504","1","1","78","504","2","T",NA,NA
"8441","1.1.78.505","1","1","78","505","1","T",NA,NA
"8442","1.1.78.505","1","1","78","505","2","T",NA,NA
"8443","1.1.78.506","1","1","78","506","1","C",NA,NA
"8444","1.1.78.506","1","1","78","506","2","T",NA,NA
"8445","1.1.78.507","1","1","78","507","1","T",NA,NA
"8446","1.1.78.507","1","1","78","507","2","T",NA,NA
"8447","1.1.78.508","1","1","78","508","1","T",NA,NA
"8448","1.1.78.508","1","1","78","508","2","T",NA,NA
"8449","1.1.78.509","1","1","78","509","1","T",NA,NA
"8450","1.1.78.509","1","1","78","509","2","T",NA,NA
"8451","1.1.78.509A","1","1","78","509A","1","T",NA,NA
"8452","1.1.78.509A","1","1","78","509A","2","T",NA,NA
"8453","1.1.78.51","1","1","78","51","1","T",NA,NA
"8454","1.1.78.51","1","1","78","51","2","T",NA,NA
"8455","1.1.78.510","1","1","78","510","1","T",NA,NA
"8456","1.1.78.510","1","1","78","510","2","T",NA,NA
"8457","1.1.78.511","1","1","78","511","1","T",NA,NA
"8458","1.1.78.511","1","1","78","511","2","R",NA,NA
"8459","1.1.78.512","1","1","78","512","1","T",NA,NA
"8460","1.1.78.512","1","1","78","512","2","T",NA,NA
"8461","1.1.78.513","1","1","78","513","1","T",NA,NA
"8462","1.1.78.513","1","1","78","513","2","T",NA,NA
"8463","1.1.78.514","1","1","78","514","1","T",NA,NA
"8464","1.1.78.514","1","1","78","514","2","T",NA,NA
"8465","1.1.78.515","1","1","78","515","1","T",NA,NA
"8466","1.1.78.515","1","1","78","515","2","T",NA,NA
"8467","1.1.78.516","1","1","78","516","1","T",NA,NA
"8468","1.1.78.516","1","1","78","516","2","R",NA,NA
"8469","1.1.78.516A","1","1","78","516A","1","T",NA,NA
"8470","1.1.78.516A","1","1","78","516A","2","T",NA,NA
"8471","1.1.78.517","1","1","78","517","1","T",NA,NA
"8472","1.1.78.517","1","1","78","517","2","T",NA,NA
"8473","1.1.78.518","1","1","78","518","1","R",NA,NA
"8474","1.1.78.518","1","1","78","518","2","R",NA,NA
"8475","1.1.78.519","1","1","78","519","1","T",NA,NA
"8476","1.1.78.519","1","1","78","519","2","T",NA,NA
"8477","1.1.78.52","1","1","78","52","1","T",NA,NA
"8478","1.1.78.52","1","1","78","52","2","T",NA,NA
"8479","1.1.78.520","1","1","78","520","1","T",NA,NA
"8480","1.1.78.520","1","1","78","520","2","R",NA,NA
"8481","1.1.78.521","1","1","78","521","1","T",NA,NA
"8482","1.1.78.521","1","1","78","521","2","C",NA,NA
"8483","1.1.78.522","1","1","78","522","1","T",NA,NA
"8484","1.1.78.522","1","1","78","522","2","T",NA,NA
"8485","1.1.78.522A","1","1","78","522A","1","T",NA,NA
"8486","1.1.78.522A","1","1","78","522A","2","T",NA,NA
"8487","1.1.78.523","1","1","78","523","1","T",NA,NA
"8488","1.1.78.523","1","1","78","523","2","T",NA,NA
"8489","1.1.78.524","1","1","78","524","1","T",NA,NA
"8490","1.1.78.524","1","1","78","524","2","T",NA,NA
"8491","1.1.78.525","1","1","78","525","1","C",NA,NA
"8492","1.1.78.525","1","1","78","525","2","T",NA,NA
"8493","1.1.78.526","1","1","78","526","1","C",NA,NA
"8494","1.1.78.526","1","1","78","526","2","T",NA,NA
"8495","1.1.78.527","1","1","78","527","1","C",NA,NA
"8496","1.1.78.527","1","1","78","527","2","T",NA,NA
"8497","1.1.78.528","1","1","78","528","1","T",NA,NA
"8498","1.1.78.528","1","1","78","528","2","T",NA,NA
"8499","1.1.78.529","1","1","78","529","1","T",NA,NA
"8500","1.1.78.529","1","1","78","529","2","T",NA,NA
"8501","1.1.78.529A","1","1","78","529A","1","T",NA,NA
"8502","1.1.78.529A","1","1","78","529A","2","T",NA,NA
"8503","1.1.78.53","1","1","78","53","1","T",NA,NA
"8504","1.1.78.53","1","1","78","53","2","T",NA,NA
"8505","1.1.78.530","1","1","78","530","1","C",NA,NA
"8506","1.1.78.530","1","1","78","530","2","T",NA,NA
"8507","1.1.78.531","1","1","78","531","1","T",NA,NA
"8508","1.1.78.531","1","1","78","531","2","C",NA,NA
"8509","1.1.78.532","1","1","78","532","1","C",NA,NA
"8510","1.1.78.532","1","1","78","532","2","T",NA,NA
"8511","1.1.78.533","1","1","78","533","1","T",NA,NA
"8512","1.1.78.533","1","1","78","533","2","T",NA,NA
"8513","1.1.78.534","1","1","78","534","1","T",NA,NA
"8514","1.1.78.534","1","1","78","534","2","T",NA,NA
"8515","1.1.78.535","1","1","78","535","1","T",NA,NA
"8516","1.1.78.535","1","1","78","535","2","T",NA,NA
"8517","1.1.78.536","1","1","78","536","1","T",NA,NA
"8518","1.1.78.536","1","1","78","536","2","T",NA,NA
"8519","1.1.78.537","1","1","78","537","1","T",NA,NA
"8520","1.1.78.537","1","1","78","537","2","T",NA,NA
"8521","1.1.78.538","1","1","78","538","1","T",NA,NA
"8522","1.1.78.538","1","1","78","538","2","T",NA,NA
"8523","1.1.78.538A","1","1","78","538A","1","T",NA,NA
"8524","1.1.78.538A","1","1","78","538A","2","T",NA,NA
"8525","1.1.78.539","1","1","78","539","1","T",NA,NA
"8526","1.1.78.539","1","1","78","539","2","T",NA,NA
"8527","1.1.78.53A","1","1","78","53A","1","T",NA,NA
"8528","1.1.78.53A","1","1","78","53A","2","T",NA,NA
"8529","1.1.78.54","1","1","78","54","1","C",NA,NA
"8530","1.1.78.54","1","1","78","54","2","T",NA,NA
"8531","1.1.78.540","1","1","78","540","1","T",NA,NA
"8532","1.1.78.540","1","1","78","540","2","T",NA,NA
"8533","1.1.78.541","1","1","78","541","1","T",NA,NA
"8534","1.1.78.541","1","1","78","541","2","T",NA,NA
"8535","1.1.78.541A","1","1","78","541A","1","T",NA,NA
"8536","1.1.78.541A","1","1","78","541A","2","T",NA,NA
"8537","1.1.78.542","1","1","78","542","1","T",NA,NA
"8538","1.1.78.542","1","1","78","542","2","T",NA,NA
"8539","1.1.78.543","1","1","78","543","1","T",NA,NA
"8540","1.1.78.543","1","1","78","543","2","T",NA,NA
"8541","1.1.78.544","1","1","78","544","1","T",NA,NA
"8542","1.1.78.544","1","1","78","544","2","T",NA,NA
"8543","1.1.78.545","1","1","78","545","1","T",NA,NA
"8544","1.1.78.545","1","1","78","545","2","T",NA,NA
"8545","1.1.78.546","1","1","78","546","1","T",NA,NA
