"","UNICODE","P","D","L","V","CICLO_ROCIADO","STATUS","IN_TRI","PE_TRI"
"1454","1.1.23.12","1","1","23","12","2","T",NA,NA
"1455","1.1.23.120","1","1","23","120","1","T",NA,NA
"1456","1.1.23.120","1","1","23","120","2","T",NA,NA
"1457","1.1.23.121","1","1","23","121","1","T",NA,NA
"1458","1.1.23.121","1","1","23","121","2","T",NA,NA
"1459","1.1.23.122","1","1","23","122","1","T",NA,NA
"1460","1.1.23.122","1","1","23","122","2","T",NA,NA
"1461","1.1.23.123","1","1","23","123","1","T",NA,NA
"1462","1.1.23.123","1","1","23","123","2","T",NA,NA
"1463","1.1.23.124","1","1","23","124","1","T",NA,NA
"1464","1.1.23.124","1","1","23","124","2","T",NA,NA
"1465","1.1.23.125","1","1","23","125","1","T",NA,NA
"1466","1.1.23.125","1","1","23","125","2","T",NA,NA
"1467","1.1.23.126","1","1","23","126","1","T",NA,NA
"1468","1.1.23.126","1","1","23","126","2","T",NA,NA
"1469","1.1.23.127","1","1","23","127","1","T",NA,NA
"1470","1.1.23.127","1","1","23","127","2","T",NA,NA
"1471","1.1.23.128","1","1","23","128","1","T",NA,NA
"1472","1.1.23.128","1","1","23","128","2","T",NA,NA
"1473","1.1.23.129","1","1","23","129","1","T",NA,NA
"1474","1.1.23.129","1","1","23","129","2","C",NA,NA
"1475","1.1.23.13","1","1","23","13","1","R",NA,NA
"1476","1.1.23.13","1","1","23","13","2","C",NA,NA
"1477","1.1.23.130","1","1","23","130","1","T",NA,NA
"1478","1.1.23.130","1","1","23","130","2","C",NA,NA
"1479","1.1.23.131","1","1","23","131","1","T",NA,NA
"1480","1.1.23.131","1","1","23","131","2","T",NA,NA
"1481","1.1.23.132","1","1","23","132","1","T",NA,NA
"1482","1.1.23.132","1","1","23","132","2","T",NA,NA
"1483","1.1.23.133","1","1","23","133","1","T",NA,NA
"1484","1.1.23.133","1","1","23","133","2","T",NA,NA
"1485","1.1.23.133A","1","1","23","133A","1","T",NA,NA
"1486","1.1.23.133A","1","1","23","133A","2","T",NA,NA
"1487","1.1.23.134","1","1","23","134","1","T",NA,NA
"1488","1.1.23.134","1","1","23","134","2","T",NA,NA
"1489","1.1.23.14","1","1","23","14","1","T",NA,NA
"1490","1.1.23.14","1","1","23","14","2","T",NA,NA
"1491","1.1.23.15","1","1","23","15","1","T",NA,NA
"1492","1.1.23.15","1","1","23","15","2","T",NA,NA
"1493","1.1.23.16","1","1","23","16","1","T",NA,NA
"1494","1.1.23.16","1","1","23","16","2","T",NA,NA
"1495","1.1.23.17","1","1","23","17","1","T",NA,NA
"1496","1.1.23.17","1","1","23","17","2","T",NA,NA
"1497","1.1.23.18","1","1","23","18","1","T",NA,NA
"1498","1.1.23.18","1","1","23","18","2","T",NA,NA
"1499","1.1.23.19","1","1","23","19","1","T",NA,NA
"1500","1.1.23.19","1","1","23","19","2","T",NA,NA
"1501","1.1.23.2","1","1","23","2","1","C",NA,NA
"1502","1.1.23.2","1","1","23","2","2","T",NA,NA
"1503","1.1.23.20","1","1","23","20","1","T",NA,NA
"1504","1.1.23.20","1","1","23","20","2","T",NA,NA
"1505","1.1.23.20A","1","1","23","20A","1","T",NA,NA
"1506","1.1.23.20A","1","1","23","20A","2","T",NA,NA
"1507","1.1.23.20B","1","1","23","20B","1","T",NA,NA
"1508","1.1.23.20B","1","1","23","20B","2","T",NA,NA
"1509","1.1.23.21","1","1","23","21","1","T",NA,NA
"1510","1.1.23.21","1","1","23","21","2","T",NA,NA
"1511","1.1.23.22","1","1","23","22","1","T",NA,NA
"1512","1.1.23.22","1","1","23","22","2","T",NA,NA
"1513","1.1.23.23","1","1","23","23","1","T",NA,NA
"1514","1.1.23.23","1","1","23","23","2","T",NA,NA
"1515","1.1.23.24","1","1","23","24","1","T",NA,NA
"1516","1.1.23.24","1","1","23","24","2","R",NA,NA
"1517","1.1.23.25","1","1","23","25","1","T",NA,NA
"1518","1.1.23.25","1","1","23","25","2","T",NA,NA
"1519","1.1.23.26","1","1","23","26","1","T",NA,NA
"1520","1.1.23.26","1","1","23","26","2","T",NA,NA
"1521","1.1.23.27","1","1","23","27","1","T",NA,NA
"1522","1.1.23.27","1","1","23","27","2","T",NA,NA
"1523","1.1.23.28","1","1","23","28","1","T",NA,NA
"1524","1.1.23.28","1","1","23","28","2","T",NA,NA
"1525","1.1.23.29","1","1","23","29","1","R",NA,NA
"1526","1.1.23.29","1","1","23","29","2","T",NA,NA
"1527","1.1.23.3","1","1","23","3","1","T",NA,NA
"1528","1.1.23.3","1","1","23","3","2","T",NA,NA
"1529","1.1.23.30","1","1","23","30","1","R",NA,NA
"1530","1.1.23.30","1","1","23","30","2","T",NA,NA
"1531","1.1.23.31","1","1","23","31","1","T",NA,NA
"1532","1.1.23.31","1","1","23","31","2","T",NA,NA
"1533","1.1.23.32","1","1","23","32","1","C",NA,NA
"1534","1.1.23.32","1","1","23","32","2","T",NA,NA
"1535","1.1.23.33","1","1","23","33","1","T",NA,NA
"1536","1.1.23.33","1","1","23","33","2","T",NA,NA
"1537","1.1.23.34","1","1","23","34","1","T",NA,NA
"1538","1.1.23.34","1","1","23","34","2","T",NA,NA
"1539","1.1.23.35","1","1","23","35","1","T",NA,NA
"1540","1.1.23.35","1","1","23","35","2","T",NA,NA
"1541","1.1.23.36","1","1","23","36","1","T",NA,NA
"1542","1.1.23.36","1","1","23","36","2","T",NA,NA
"1543","1.1.23.37","1","1","23","37","1","T",NA,NA
"1544","1.1.23.37","1","1","23","37","2","T",NA,NA
"1545","1.1.23.38","1","1","23","38","1","T",NA,NA
"1546","1.1.23.38","1","1","23","38","2","DES",NA,NA
"1547","1.1.23.39","1","1","23","39","1","R",NA,NA
"1548","1.1.23.39","1","1","23","39","2","T",NA,NA
"1549","1.1.23.4","1","1","23","4","1","T",NA,NA
"1550","1.1.23.4","1","1","23","4","2","T",NA,NA
"1551","1.1.23.40","1","1","23","40","1","R",NA,NA
"1552","1.1.23.40","1","1","23","40","2","C",NA,NA
"1553","1.1.23.41","1","1","23","41","1","T",NA,NA
"1554","1.1.23.41","1","1","23","41","2","T",NA,NA
"1555","1.1.23.42","1","1","23","42","1","T",NA,NA
"1556","1.1.23.42","1","1","23","42","2","T",NA,NA
"1557","1.1.23.43","1","1","23","43","1","T",NA,NA
"1558","1.1.23.43","1","1","23","43","2","T",NA,NA
"1559","1.1.23.44","1","1","23","44","1","T",NA,NA
"1560","1.1.23.44","1","1","23","44","2","T",NA,NA
"1561","1.1.23.45","1","1","23","45","1","T",NA,NA
"1562","1.1.23.45","1","1","23","45","2","T",NA,NA
"1563","1.1.23.46","1","1","23","46","1","C",NA,NA
"1564","1.1.23.46","1","1","23","46","2","C",NA,NA
"1565","1.1.23.47","1","1","23","47","1","T",NA,NA
"1566","1.1.23.47","1","1","23","47","2","T",NA,NA
"1567","1.1.23.48","1","1","23","48","1","T",NA,NA
"1568","1.1.23.48","1","1","23","48","2","T",NA,NA
"1569","1.1.23.49","1","1","23","49","1","T",NA,NA
"1570","1.1.23.49","1","1","23","49","2","T",NA,NA
"1571","1.1.23.4A","1","1","23","4A","1","T",NA,NA
"1572","1.1.23.4A","1","1","23","4A","2","T",NA,NA
"1573","1.1.23.5","1","1","23","5","1","C",NA,NA
"1574","1.1.23.5","1","1","23","5","2","T",NA,NA
"1575","1.1.23.50","1","1","23","50","1","T",NA,NA
"1576","1.1.23.50","1","1","23","50","2","C",NA,NA
"1577","1.1.23.51","1","1","23","51","1","T",NA,NA
"1578","1.1.23.51","1","1","23","51","2","T",NA,NA
"1579","1.1.23.52","1","1","23","52","1","T",NA,NA
"1580","1.1.23.52","1","1","23","52","2","T",NA,NA
"1581","1.1.23.53","1","1","23","53","1","T",NA,NA
"1582","1.1.23.53","1","1","23","53","2","T",NA,NA
"1583","1.1.23.54","1","1","23","54","1","T",NA,NA
"1584","1.1.23.54","1","1","23","54","2","T",NA,NA
"1585","1.1.23.55","1","1","23","55","1","T",NA,NA
"1586","1.1.23.55","1","1","23","55","2","T",NA,NA
"1587","1.1.23.56","1","1","23","56","1","T",NA,NA
"1588","1.1.23.56","1","1","23","56","2","T",NA,NA
"1589","1.1.23.57","1","1","23","57","1","T",NA,NA
"1590","1.1.23.57","1","1","23","57","2","T",NA,NA
"1591","1.1.23.57A","1","1","23","57A","1","T",NA,NA
"1592","1.1.23.57A","1","1","23","57A","2","T",NA,NA
"1593","1.1.23.58","1","1","23","58","1","T",NA,NA
"1594","1.1.23.58","1","1","23","58","2","T",NA,NA
"1595","1.1.23.59","1","1","23","59","1","T",NA,NA
"1596","1.1.23.59","1","1","23","59","2","T",NA,NA
"1597","1.1.23.6","1","1","23","6","1","R",NA,NA
"1598","1.1.23.6","1","1","23","6","2","T",NA,NA
"1599","1.1.23.60","1","1","23","60","1","T",NA,NA
"1600","1.1.23.60","1","1","23","60","2","T",NA,NA
"1601","1.1.23.61","1","1","23","61","1","T",NA,NA
"1602","1.1.23.61","1","1","23","61","2","T",NA,NA
"1603","1.1.23.62","1","1","23","62","1","T",NA,NA
"1604","1.1.23.62","1","1","23","62","2","C",NA,NA
"1605","1.1.23.63","1","1","23","63","1","T",NA,NA
"1606","1.1.23.63","1","1","23","63","2","T",NA,NA
"1607","1.1.23.64","1","1","23","64","1","T",NA,NA
"1608","1.1.23.64","1","1","23","64","2","T",NA,NA
"1609","1.1.23.65","1","1","23","65","1","C",NA,NA
"1610","1.1.23.65","1","1","23","65","2","T",NA,NA
"1611","1.1.23.66","1","1","23","66","1","T",NA,NA
"1612","1.1.23.66","1","1","23","66","2","T",NA,NA
"1613","1.1.23.67","1","1","23","67","1","C",NA,NA
"1614","1.1.23.67","1","1","23","67","2","T",NA,NA
"1615","1.1.23.67A","1","1","23","67A","1","T",NA,NA
"1616","1.1.23.67A","1","1","23","67A","2","T",NA,NA
"1617","1.1.23.68","1","1","23","68","1","C",NA,NA
"1618","1.1.23.68","1","1","23","68","2","C",NA,NA
"1619","1.1.23.69","1","1","23","69","1","T",NA,NA
"1620","1.1.23.69","1","1","23","69","2","T",NA,NA
"1621","1.1.23.7","1","1","23","7","1","T",NA,NA
"1622","1.1.23.7","1","1","23","7","2","R",NA,NA
"1623","1.1.23.70","1","1","23","70","1","T",NA,NA
"1624","1.1.23.70","1","1","23","70","2","T",NA,NA
"1625","1.1.23.71","1","1","23","71","1","R",NA,NA
"1626","1.1.23.71","1","1","23","71","2","C",NA,NA
"1627","1.1.23.72","1","1","23","72","1","T",NA,NA
"1628","1.1.23.72","1","1","23","72","2","C",NA,NA
"1629","1.1.23.73","1","1","23","73","1","T",NA,NA
"1630","1.1.23.73","1","1","23","73","2","T",NA,NA
"1631","1.1.23.74","1","1","23","74","1","R",NA,NA
"1632","1.1.23.74","1","1","23","74","2","T",NA,NA
"1633","1.1.23.74A","1","1","23","74A","1","T",NA,NA
"1634","1.1.23.74A","1","1","23","74A","2","T",NA,NA
"1635","1.1.23.75","1","1","23","75","1","T",NA,NA
"1636","1.1.23.75","1","1","23","75","2","T",NA,NA
"1637","1.1.23.76","1","1","23","76","1","T",NA,NA
"1638","1.1.23.76","1","1","23","76","2","T",NA,NA
"1639","1.1.23.77","1","1","23","77","1","T",NA,NA
"1640","1.1.23.77","1","1","23","77","2","T",NA,NA
"1641","1.1.23.78","1","1","23","78","1","T",NA,NA
"1642","1.1.23.78","1","1","23","78","2","T",NA,NA
"1643","1.1.23.79","1","1","23","79","1","T",NA,NA
"1644","1.1.23.79","1","1","23","79","2","T",NA,NA
"1645","1.1.23.8","1","1","23","8","1","T",NA,NA
"1646","1.1.23.8","1","1","23","8","2","T",NA,NA
"1647","1.1.23.80","1","1","23","80","1","T",NA,NA
"1648","1.1.23.80","1","1","23","80","2","C",NA,NA
"1649","1.1.23.81","1","1","23","81","1","T",NA,NA
"1650","1.1.23.81","1","1","23","81","2","C",NA,NA
"1651","1.1.23.82","1","1","23","82","1","T",NA,NA
"1652","1.1.23.82","1","1","23","82","2","C",NA,NA
"1653","1.1.23.83","1","1","23","83","1","C",NA,NA
"1654","1.1.23.83","1","1","23","83","2","T",NA,NA
"1655","1.1.23.84","1","1","23","84","1","T",NA,NA
"1656","1.1.23.84","1","1","23","84","2","T",NA,NA
"1657","1.1.23.85","1","1","23","85","1","T",NA,NA
"1658","1.1.23.85","1","1","23","85","2","T",NA,NA
"1659","1.1.23.86","1","1","23","86","1","T",NA,NA
"1660","1.1.23.86","1","1","23","86","2","T",NA,NA
"1661","1.1.23.87","1","1","23","87","1","T",NA,NA
"1662","1.1.23.87","1","1","23","87","2","T",NA,NA
"1663","1.1.23.88","1","1","23","88","1","T",NA,NA
"1664","1.1.23.88","1","1","23","88","2","T",NA,NA
"1665","1.1.23.89","1","1","23","89","1","T",NA,NA
"1666","1.1.23.89","1","1","23","89","2","T",NA,NA
"1667","1.1.23.9","1","1","23","9","1","R",NA,NA
"1668","1.1.23.9","1","1","23","9","2","T",NA,NA
"1669","1.1.23.90","1","1","23","90","1","T",NA,NA
"1670","1.1.23.90","1","1","23","90","2","T",NA,NA
"1671","1.1.23.91","1","1","23","91","1","T",NA,NA
"1672","1.1.23.91","1","1","23","91","2","T",NA,NA
"1673","1.1.23.92","1","1","23","92","1","C",NA,NA
"1674","1.1.23.92","1","1","23","92","2","C",NA,NA
"1675","1.1.23.93","1","1","23","93","1","T",NA,NA
"1676","1.1.23.93","1","1","23","93","2","T",NA,NA
"1677","1.1.23.94","1","1","23","94","1","T",NA,NA
"1678","1.1.23.94","1","1","23","94","2","T",NA,NA
"1679","1.1.23.95","1","1","23","95","1","C",NA,NA
"1680","1.1.23.95","1","1","23","95","2","C",NA,NA
"1681","1.1.23.96","1","1","23","96","1","T",NA,NA
"1682","1.1.23.96","1","1","23","96","2","T",NA,NA
"1683","1.1.23.97","1","1","23","97","1","T",NA,NA
"1684","1.1.23.97","1","1","23","97","2","T",NA,NA
"1685","1.1.23.98","1","1","23","98","1","T",NA,NA
"1686","1.1.23.98","1","1","23","98","2","T",NA,NA
"1687","1.1.23.99","1","1","23","99","1","T",NA,NA
"1688","1.1.23.99","1","1","23","99","2","C",NA,NA
"1689","1.1.25.1","1","1","25","1","1","T",NA,NA
"1690","1.1.25.1","1","1","25","1","2","T",NA,NA
"1691","1.1.25.10","1","1","25","10","1","C",NA,NA
"1692","1.1.25.10","1","1","25","10","2","T",NA,NA
"1693","1.1.25.11","1","1","25","11","1","T",NA,NA
"1694","1.1.25.11","1","1","25","11","2","T",NA,NA
"1695","1.1.25.12","1","1","25","12","1","T",NA,NA
"1696","1.1.25.12","1","1","25","12","2","T",NA,NA
"1697","1.1.25.13","1","1","25","13","1","T",NA,NA
"1698","1.1.25.13","1","1","25","13","2","T",NA,NA
"1699","1.1.25.14","1","1","25","14","1","T",NA,NA
"1700","1.1.25.14","1","1","25","14","2","T",NA,NA
"1701","1.1.25.15","1","1","25","15","1","T",NA,NA
"1702","1.1.25.15","1","1","25","15","2","C",NA,NA
"1703","1.1.25.16","1","1","25","16","1","T",NA,NA
"1704","1.1.25.16","1","1","25","16","2","T",NA,NA
"1705","1.1.25.17","1","1","25","17","1","T",NA,NA
"1706","1.1.25.17","1","1","25","17","2","T",NA,NA
"1707","1.1.25.18","1","1","25","18","1","T",NA,NA
"1708","1.1.25.18","1","1","25","18","2","T",NA,NA
"1709","1.1.25.19","1","1","25","19","1","T",NA,NA
"1710","1.1.25.19","1","1","25","19","2","T",NA,NA
"1711","1.1.25.1A","1","1","25","1A","1","T",NA,NA
"1712","1.1.25.1A","1","1","25","1A","2","T",NA,NA
"1713","1.1.25.2","1","1","25","2","1","T",NA,NA
"1714","1.1.25.2","1","1","25","2","2","C",NA,NA
"1715","1.1.25.20","1","1","25","20","1","T",NA,NA
"1716","1.1.25.20","1","1","25","20","2","T",NA,NA
"1717","1.1.25.21","1","1","25","21","1","T",NA,NA
"1718","1.1.25.21","1","1","25","21","2","T",NA,NA
"1719","1.1.25.22","1","1","25","22","1","T",NA,NA
"1720","1.1.25.22","1","1","25","22","2","T",NA,NA
"1721","1.1.25.23","1","1","25","23","1","DES",NA,NA
"1722","1.1.25.23","1","1","25","23","2","T",NA,NA
"1723","1.1.25.23A","1","1","25","23A","1","T",NA,NA
"1724","1.1.25.23A","1","1","25","23A","2","T",NA,NA
"1725","1.1.25.24","1","1","25","24","1","T",NA,NA
"1726","1.1.25.24","1","1","25","24","2","T",NA,NA
"1727","1.1.25.25","1","1","25","25","1","R",NA,NA
"1728","1.1.25.25","1","1","25","25","2","T",NA,NA
"1729","1.1.25.26","1","1","25","26","1","T",NA,NA
"1730","1.1.25.26","1","1","25","26","2","T",NA,NA
"1731","1.1.25.27","1","1","25","27","1","T",NA,NA
"1732","1.1.25.27","1","1","25","27","2","C",NA,NA
"1733","1.1.25.28","1","1","25","28","1","C",NA,NA
"1734","1.1.25.28","1","1","25","28","2","C",NA,NA
"1735","1.1.25.29","1","1","25","29","1","T",NA,NA
"1736","1.1.25.29","1","1","25","29","2","T",NA,NA
"1737","1.1.25.3","1","1","25","3","1","T",NA,NA
"1738","1.1.25.3","1","1","25","3","2","T",NA,NA
"1739","1.1.25.30","1","1","25","30","1","R",NA,NA
"1740","1.1.25.30","1","1","25","30","2","C",NA,NA
"1741","1.1.25.31","1","1","25","31","1","T",NA,NA
"1742","1.1.25.31","1","1","25","31","2","T",NA,NA
"1743","1.1.25.32","1","1","25","32","1","T",NA,NA
"1744","1.1.25.32","1","1","25","32","2","T",NA,NA
"1745","1.1.25.33","1","1","25","33","1","DES",NA,NA
"1746","1.1.25.33","1","1","25","33","2","T",NA,NA
"1747","1.1.25.34","1","1","25","34","1","T",NA,NA
"1748","1.1.25.34","1","1","25","34","2","T",NA,NA
"1749","1.1.25.35","1","1","25","35","1","T",NA,NA
"1750","1.1.25.35","1","1","25","35","2","C",NA,NA
"1751","1.1.25.36","1","1","25","36","1","T",NA,NA
"1752","1.1.25.36","1","1","25","36","2","T",NA,NA
"1753","1.1.25.37","1","1","25","37","1","T",NA,NA
"1754","1.1.25.37","1","1","25","37","2","T",NA,NA
"1755","1.1.25.38","1","1","25","38","1","T",NA,NA
"1756","1.1.25.38","1","1","25","38","2","T",NA,NA
"1757","1.1.25.39","1","1","25","39","1","T",NA,NA
"1758","1.1.25.39","1","1","25","39","2","T",NA,NA
"1759","1.1.25.4","1","1","25","4","1","T",NA,NA
"1760","1.1.25.4","1","1","25","4","2","T",NA,NA
"1761","1.1.25.40","1","1","25","40","1","T",NA,NA
"1762","1.1.25.40","1","1","25","40","2","T",NA,NA
"1763","1.1.25.41","1","1","25","41","1","T",NA,NA
"1764","1.1.25.41","1","1","25","41","2","T",NA,NA
"1765","1.1.25.42","1","1","25","42","1","T",NA,NA
"1766","1.1.25.42","1","1","25","42","2","T",NA,NA
"1767","1.1.25.43","1","1","25","43","1","T",NA,NA
"1768","1.1.25.43","1","1","25","43","2","T",NA,NA
"1769","1.1.25.44","1","1","25","44","1","T",NA,NA
"1770","1.1.25.44","1","1","25","44","2","T",NA,NA
"1771","1.1.25.45","1","1","25","45","1","T",NA,NA
"1772","1.1.25.45","1","1","25","45","2","T",NA,NA
"1773","1.1.25.46","1","1","25","46","1","T",NA,NA
"1774","1.1.25.46","1","1","25","46","2","T",NA,NA
"1775","1.1.25.47","1","1","25","47","1","R",NA,NA
"1776","1.1.25.47","1","1","25","47","2","C",NA,NA
"1777","1.1.25.48","1","1","25","48","1","T",NA,NA
"1778","1.1.25.48","1","1","25","48","2","T",NA,NA
"1779","1.1.25.49","1","1","25","49","1","T",NA,NA
"1780","1.1.25.49","1","1","25","49","2","T",NA,NA
"1781","1.1.25.49A","1","1","25","49A","1","T",NA,NA
"1782","1.1.25.49A","1","1","25","49A","2","T",NA,NA
"1783","1.1.25.5","1","1","25","5","1","DES",NA,NA
"1784","1.1.25.5","1","1","25","5","2","C",NA,NA
"1785","1.1.25.50","1","1","25","50","1","T",NA,NA
"1786","1.1.25.50","1","1","25","50","2","T",NA,NA
"1787","1.1.25.51","1","1","25","51","1","T",NA,NA
"1788","1.1.25.51","1","1","25","51","2","T",NA,NA
"1789","1.1.25.52","1","1","25","52","1","T",NA,NA
"1790","1.1.25.52","1","1","25","52","2","T",NA,NA
"1791","1.1.25.53","1","1","25","53","1","T",NA,NA
"1792","1.1.25.53","1","1","25","53","2","T",NA,NA
"1793","1.1.25.54","1","1","25","54","1","T",NA,NA
"1794","1.1.25.54","1","1","25","54","2","T",NA,NA
"1795","1.1.25.55","1","1","25","55","1","T",NA,NA
"1796","1.1.25.55","1","1","25","55","2","T",NA,NA
"1797","1.1.25.56","1","1","25","56","1","R",NA,NA
"1798","1.1.25.56","1","1","25","56","2","C",NA,NA
"1799","1.1.25.57","1","1","25","57","1","R",NA,NA
"1800","1.1.25.57","1","1","25","57","2","C",NA,NA
"1801","1.1.25.58","1","1","25","58","1","T",NA,NA
"1802","1.1.25.58","1","1","25","58","2","T",NA,NA
"1803","1.1.25.59","1","1","25","59","1","T",NA,NA
"1804","1.1.25.59","1","1","25","59","2","T",NA,NA
"1805","1.1.25.59A","1","1","25","59A","1","T",NA,NA
"1806","1.1.25.59A","1","1","25","59A","2","C",NA,NA
"1807","1.1.25.6","1","1","25","6","1","DES",NA,NA
"1808","1.1.25.6","1","1","25","6","2","T",NA,NA
"1809","1.1.25.60","1","1","25","60","1","T",NA,NA
"1810","1.1.25.60","1","1","25","60","2","T",NA,NA
"1811","1.1.25.61","1","1","25","61","1","T",NA,NA
"1812","1.1.25.61","1","1","25","61","2","T",NA,NA
"1813","1.1.25.62","1","1","25","62","1","T",NA,NA
"1814","1.1.25.62","1","1","25","62","2","C",NA,NA
"1815","1.1.25.62A","1","1","25","62A","1","T",NA,NA
"1816","1.1.25.62A","1","1","25","62A","2","C",NA,NA
"1817","1.1.25.63","1","1","25","63","1","T",NA,NA
"1818","1.1.25.63","1","1","25","63","2","T",NA,NA
"1819","1.1.25.64","1","1","25","64","1","T",NA,NA
"1820","1.1.25.64","1","1","25","64","2","T",NA,NA
"1821","1.1.25.65","1","1","25","65","1","T",NA,NA
"1822","1.1.25.65","1","1","25","65","2","T",NA,NA
"1823","1.1.25.66","1","1","25","66","1","T",NA,NA
"1824","1.1.25.66","1","1","25","66","2","T",NA,NA
"1825","1.1.25.67","1","1","25","67","1","T",NA,NA
"1826","1.1.25.67","1","1","25","67","2","T",NA,NA
"1827","1.1.25.68","1","1","25","68","1","R",NA,NA
"1828","1.1.25.68","1","1","25","68","2","T",NA,NA
"1829","1.1.25.69","1","1","25","69","1","T",NA,NA
"1830","1.1.25.69","1","1","25","69","2","T",NA,NA
"1831","1.1.25.7","1","1","25","7","1","T",NA,NA
"1832","1.1.25.7","1","1","25","7","2","T",NA,NA
"1833","1.1.25.70","1","1","25","70","1","T",NA,NA
"1834","1.1.25.70","1","1","25","70","2","T",NA,NA
"1835","1.1.25.71","1","1","25","71","1","T",NA,NA
"1836","1.1.25.71","1","1","25","71","2","DES",NA,NA
"1837","1.1.25.72","1","1","25","72","1","T",NA,NA
"1838","1.1.25.72","1","1","25","72","2","T",NA,NA
"1839","1.1.25.73","1","1","25","73","1","T",NA,NA
"1840","1.1.25.73","1","1","25","73","2","T",NA,NA
"1841","1.1.25.74","1","1","25","74","1","T",NA,NA
"1842","1.1.25.74","1","1","25","74","2","T",NA,NA
"1843","1.1.25.8","1","1","25","8","1","T",NA,NA
"1844","1.1.25.8","1","1","25","8","2","C",NA,NA
"1845","1.1.25.9","1","1","25","9","1","T",NA,NA
"1846","1.1.25.9","1","1","25","9","2","T",NA,NA
"1847","1.1.26.1","1","1","26","1","1","T",NA,NA
"1848","1.1.26.1","1","1","26","1","2","T",NA,NA
"1849","1.1.26.10","1","1","26","10","1","T",NA,NA
"1850","1.1.26.10","1","1","26","10","2","T",NA,NA
"1851","1.1.26.100","1","1","26","100","1","T",NA,NA
"1852","1.1.26.100","1","1","26","100","2","T",NA,NA
"1853","1.1.26.101","1","1","26","101","1","T",NA,NA
"1854","1.1.26.101","1","1","26","101","2","T",NA,NA
"1855","1.1.26.102","1","1","26","102","1","T",NA,NA
"1856","1.1.26.102","1","1","26","102","2","T",NA,NA
"1857","1.1.26.103","1","1","26","103","1","T","16",NA
"1858","1.1.26.103","1","1","26","103","2","T",NA,NA
"1859","1.1.26.104","1","1","26","104","1","T",NA,"20+"
"1860","1.1.26.104","1","1","26","104","2","T",NA,NA
"1861","1.1.26.105","1","1","26","105","1","R",NA,NA
"1862","1.1.26.105","1","1","26","105","2","T",NA,NA
"1863","1.1.26.106","1","1","26","106","1","T",NA,NA
